"","MEblue","MEcyan","MEpink","MEturquoise","MEgrey60","MEpurple","MEred","MEyellow","MEmagenta","MEblack","MEmidnightblue","MEgreen","MElightcyan","MEtan","MEgreenyellow","MEbrown","MEsalmon","MEgrey"
"mel271",-0.0813014963829927,0.0184411588893559,0.0333765269635852,0.0183871010057272,-0.0157350241034088,0.0116394047999198,-0.00899367750977398,-0.0476616249944679,0.0295718623696999,-0.0147107555672361,0.0129563288124298,0.0503329243291382,-0.0467708720224424,-0.0203178022708921,-0.00771881088213418,0.0032768366927131,-0.0181723261958888,0.0855733880933498
"mel260",-0.0230212916468826,-0.0229093980285394,0.0409139980065933,0.0455091384488143,-0.0319269650102247,-0.005330828531681,-0.0153389360343359,-0.0472917794243139,0.0465196463253826,0.0451187841205998,0.0312004011194642,0.0656027103613574,-0.0165603805040504,-0.0475957509957596,0.010229783458498,-0.0307452456039661,-0.0429483294741688,0.0168190177703511
"mel165",-0.0430794258691601,0.035171351854626,-0.0125600375501258,-0.121143884879624,0.013684950123023,0.0551995503040611,0.0722656718108579,-0.00307115481683632,-0.0516764398949713,-0.00931451409542875,0.0511043275906157,-0.00684931321325614,-0.0201257230272376,0.0481303354597629,0.0296153419540571,0.0996021594587799,0.0904777793841175,-0.0140790674946777
"mel092",0.00481614432124858,0.0314644418354631,0.0154393918690569,-0.0113634152271474,-0.00241694871189419,-0.0333693220716346,-0.0221343116926423,-0.0649040533941269,-0.0247120415816188,-0.0231576461864486,0.0137132827103086,8.08484889325847e-05,-0.00713748517089873,0.0027126255388229,0.0224850243922051,0.0256235492776909,0.00226828245464618,-0.00727438738919568
"mel265",-0.00702284223990166,-0.0075018672020907,0.0143567120313288,0.000816124441672906,0.000160611729662018,0.005666671268746,-0.00182572984043327,0.0216948766301075,-0.00315281125003522,0.0387568101290764,0.0190371833808437,-0.0154581585674416,-0.0169230414329225,0.0112002997675647,0.0358098195618738,0.0143668792839714,0.0100211802544252,-0.056298111355271
"mel142",-0.06771524879058,0.0545475289856887,0.072910647673988,-0.106453852906861,0.0281168392940043,-0.021285002415604,0.0264235433231311,-0.0620523938446671,-0.0730321131298016,0.0101763690634256,0.0534803553966866,0.0636667567404217,0.0387254502255149,0.112986706927097,0.0611197360493149,0.136689280747592,0.0835666550853434,-0.0790836902411967
"mel004",-0.0943534425040551,0.0186275252874502,0.032573505838144,-0.05374666703514,0.0268454827684263,-0.0235544615306363,-0.024285172668091,-0.0171445261676247,-0.0593294714496588,-0.00589055519648054,-0.00569421419371821,0.0301644261540601,-0.0223905482774579,-0.00280275736808278,0.0808088189278486,0.0872505211875265,0.0834781116221124,-0.0820965924226281
"mel342",0.0141995157356913,0.0275892774542459,-0.0198400828498064,-0.0761789770371264,0.0305512272516383,0.0146556820195892,0.0831041553927361,-0.071830502591344,-0.0984004296178223,-0.0649336367046407,-0.0442653647760543,0.0444675580975389,0.036117062515766,0.0735294525119685,0.058464036416655,0.084170533280103,0.0267439328129016,-0.0403558691489978
"mel245",0.045157268801865,-0.0279566634516577,-0.0775162578204171,-0.00958258624635686,0.00615225582170904,0.0293017990323998,0.0322309830477318,0.00216729113976643,0.0048421468391927,-0.000331966635050656,0.0116762081806384,-0.0119122421548882,0.0274067011147765,-0.00666731300397129,-0.00797442131089146,-0.0192088824731146,-0.00918818325417254,0.0224424925185239
"mel270",-0.0374193048894335,0.0508342684190231,0.0171392263786102,-0.0241692685233537,0.0441084879320797,0.0370248044418282,0.090944122201867,-0.0500891603879784,-0.0732422575053246,-0.0334244217665328,-0.0192296711723657,-0.0245546065622269,0.0161083265034476,0.0398427848042483,0.0670303130475001,0.0695214365410731,0.0245236344892092,-0.0575067248279986
"mel281",0.00104759612256206,0.00363047470535689,-0.0507019518325253,-0.0322646785690405,-0.0127686281684379,0.0299410614988573,-0.0150509315044431,0.0809046610625868,0.00716622474050542,0.0324405304441621,0.0100175449654681,-0.0598772347244984,-0.00264442411201279,-0.0152963978814995,0.00244271465568511,0.0053311039882375,0.0483798363007071,0.0110377405879054
"mel374",0.058737642372303,-0.0202050944067394,-0.019586794709981,-0.00191359396093327,-0.0293831021133752,-0.00971081705614071,0.0110956408041337,-0.0477798185549694,-0.0284493591199385,-0.0277987587582889,-0.0284237821096008,0.00575316893863343,-0.00183842762063535,0.0299631610495303,-0.00302396209490053,0.000949813021278108,-0.0606506862852981,0.0510221499032394
