"","Module","ENSEMBL","Symbol","ncbi","kTotal","kWithin","kOut","kDiff"
"ENSG00000163870","brown","ENSG00000163870","TPRA1","131601",890.059520785066,432.549298994112,457.510221790954,-24.9609227968421
"ENSG00000163872","pink","ENSG00000163872","YEATS2","55689",647.540084546564,58.2461794314337,589.29390511513,-531.047725683697
"ENSG00000163873","grey","ENSG00000163873","GRIK3","2899",615.743221083468,NA,NA,NA
"ENSG00000163874","purple","ENSG00000163874","ZC3H12A","80149",741.86507730644,39.1125849054199,702.75249240102,-663.6399074956
"ENSG00000163875","grey","ENSG00000163875","MEAF6","64769",557.658592543434,NA,NA,NA
"ENSG00000163877","pink","ENSG00000163877","SNIP1","79753",543.265277923814,43.5187298751199,499.746548048694,-456.227818173574
"ENSG00000163879","grey","ENSG00000163879","DNALI1","7802",593.785208496597,NA,NA,NA
"ENSG00000163882","tan","ENSG00000163882","POLR2H","5437",610.650934186201,22.4712682508833,588.179665935318,-565.708397684435
"ENSG00000163884","grey","ENSG00000163884","KLF15","28999",605.197448409283,NA,NA,NA
"ENSG00000163885","blue","ENSG00000163885","CFAP100","348807",581.376965309364,137.960606652047,443.416358657317,-305.45575200527
"ENSG00000163888","brown","ENSG00000163888","CAMK2N2","94032",555.870116137742,167.750126552865,388.119989584876,-220.369863032011
"ENSG00000163898","grey","ENSG00000163898","LIPH","200879",548.570777137047,NA,NA,NA
"ENSG00000163900","pink","ENSG00000163900","TMEM41A","90407",532.112321855557,32.4265527613994,499.685769094158,-467.259216332759
"ENSG00000163902","brown","ENSG00000163902","RPN1","6184",623.827165608427,196.466127405038,427.361038203389,-230.894910798351
"ENSG00000163904","turquoise","ENSG00000163904","SENP2","59343",723.007937783133,305.233555855137,417.774381927997,-112.54082607286
"ENSG00000163909","midnightblue","ENSG00000163909","HEYL","26508",612.56861720052,22.3788725325426,590.189744667977,-567.810872135435
"ENSG00000163913","brown","ENSG00000163913","IFT122","55764",579.402393181255,169.544143516516,409.85824966474,-240.314106148224
"ENSG00000163915","grey","ENSG00000163915","IGF2BP2-AS1","646600",533.320711279539,NA,NA,NA
"ENSG00000163918","cyan","ENSG00000163918","RFC4","5984",700.151701182997,33.1602123173873,666.991488865609,-633.831276548222
"ENSG00000163923","grey","ENSG00000163923","RPL39L","116832",494.523456558429,NA,NA,NA
"ENSG00000163930","brown","ENSG00000163930","BAP1","8314",748.475272087856,322.97519091423,425.500081173626,-102.524890259396
"ENSG00000163931","brown","ENSG00000163931","TKT","7086",816.724838052343,362.029863355681,454.694974696661,-92.6651113409796
"ENSG00000163932","greenyellow","ENSG00000163932","PRKCD","5580",630.789511025127,34.7028908146101,596.086620210517,-561.383729395907
"ENSG00000163933","brown","ENSG00000163933","RFT1","91869",593.388775806117,200.101534476006,393.287241330111,-193.185706854105
"ENSG00000163935","pink","ENSG00000163935","SFMBT1","51460",547.97049720528,39.8660475463297,508.104449658951,-468.238402112621
"ENSG00000163938","turquoise","ENSG00000163938","GNL3","26354",983.05740097517,493.428166538985,489.629234436185,3.79893210279943
"ENSG00000163939","turquoise","ENSG00000163939","PBRM1","55193",834.664774433789,402.775609326865,431.889165106924,-29.1135557800593
"ENSG00000163945","blue","ENSG00000163945","UVSSA","57654",608.281089550456,164.597052717196,443.68403683326,-279.086984116065
"ENSG00000163946","turquoise","ENSG00000163946","TASOR","23272",1274.07486597997,730.649212677777,543.425653302195,187.223559375582
"ENSG00000163947","yellow","ENSG00000163947","ARHGEF3","50650",804.758726893705,268.529051388404,536.229675505302,-267.700624116898
"ENSG00000163950","turquoise","ENSG00000163950","SLBP","7884",632.172107337911,233.997228238999,398.174879098912,-164.177650859912
"ENSG00000163956","brown","ENSG00000163956","LRPAP1","4043",641.137136963772,217.55668150401,423.580455459762,-206.023773955752
"ENSG00000163958","grey","ENSG00000163958","ZDHHC19","131540",583.703567310311,NA,NA,NA
"ENSG00000163959","purple","ENSG00000163959","SLC51A","200931",604.39886015569,21.1335986080612,583.265261547629,-562.131662939567
"ENSG00000163960","turquoise","ENSG00000163960","UBXN7","26043",965.7949471137,506.58629423462,459.208652879081,47.377641355539
"ENSG00000163961","turquoise","ENSG00000163961","RNF168","165918",666.887287416545,263.601224324873,403.286063091671,-139.684838766798
"ENSG00000163964","grey","ENSG00000163964","PIGX","54965",553.442970593178,NA,NA,NA
"ENSG00000163975","brown","ENSG00000163975","MELTF","4241",574.238332480738,136.999268554381,437.239063926357,-300.239795371976
"ENSG00000163993","red","ENSG00000163993","S100P","6286",659.198915565475,146.180643211565,513.01827235391,-366.837629142346
"ENSG00000163995","midnightblue","ENSG00000163995","ABLIM2","84448",598.697203928498,13.1452147124266,585.551989216071,-572.406774503645
"ENSG00000164002","grey","ENSG00000164002","EXO5","64789",495.373965744666,NA,NA,NA
"ENSG00000164007","grey","ENSG00000164007","CLDN19","149461",540.114595474386,NA,NA,NA
"ENSG00000164008","turquoise","ENSG00000164008","C1orf50","79078",816.802580393768,359.268903833596,457.533676560173,-98.2647727265771
"ENSG00000164010","grey","ENSG00000164010","ERMAP","114625",623.819105296643,NA,NA,NA
"ENSG00000164011","tan","ENSG00000164011","ZNF691","51058",574.683201361772,22.0764335465117,552.606767815261,-530.530334268749
"ENSG00000164022","turquoise","ENSG00000164022","AIMP1","9255",1140.71553534669,587.862222921062,552.853312425626,35.0089104954361
"ENSG00000164023","turquoise","ENSG00000164023","SGMS2","166929",639.081445880237,211.668201226732,427.413244653505,-215.745043426773
"ENSG00000164024","turquoise","ENSG00000164024","METAP1","23173",682.823362613051,280.360267803365,402.463094809687,-122.102827006322
"ENSG00000164031","turquoise","ENSG00000164031","DNAJB14","79982",1244.03197697992,696.041879027273,547.990097952643,148.051781074631
"ENSG00000164032","greenyellow","ENSG00000164032","H2AZ1","3015",653.785358890969,43.2663817910525,610.518977099916,-567.252595308864
"ENSG00000164035","magenta","ENSG00000164035","EMCN","51705",665.532172046608,35.6610199166297,629.871152129978,-594.210132213349
"ENSG00000164037","grey","ENSG00000164037","SLC9B1","150159",532.500968287791,NA,NA,NA
"ENSG00000164038","grey","ENSG00000164038","SLC9B2","133308",499.459346800292,NA,NA,NA
"ENSG00000164039","turquoise","ENSG00000164039","BDH2","56898",716.537634292457,232.271666232562,484.265968059896,-251.994301827334
"ENSG00000164040","grey","ENSG00000164040","PGRMC2","10424",617.075584420137,NA,NA,NA
"ENSG00000164045","cyan","ENSG00000164045","CDC25A","993",607.571631759013,50.6219994304682,556.949632328545,-506.327632898077
"ENSG00000164047","grey","ENSG00000164047","CAMP","820",563.246108069429,NA,NA,NA
"ENSG00000164048","grey","ENSG00000164048","ZNF589","51385",494.076424222534,NA,NA,NA
"ENSG00000164049","blue","ENSG00000164049","FBXW12","285231",654.504704876692,184.501019924987,470.003684951705,-285.502665026718
"ENSG00000164050","grey","ENSG00000164050","PLXNB1","5364",602.332333960181,NA,NA,NA
"ENSG00000164051","brown","ENSG00000164051","CCDC51","79714",722.48589113553,264.891756351813,457.594134783717,-192.702378431904
"ENSG00000164053","brown","ENSG00000164053","ATRIP","84126",694.920903075343,287.593042235406,407.327860839937,-119.734818604531
"ENSG00000164054","salmon","ENSG00000164054","SHISA5","51246",722.728135644498,39.6614080784387,683.06672756606,-643.405319487621
"ENSG00000164056","grey","ENSG00000164056","SPRY1","10252",647.071727443509,NA,NA,NA
"ENSG00000164061","grey","ENSG00000164061","BSN","8927",520.379165131273,NA,NA,NA
"ENSG00000164062","brown","ENSG00000164062","APEH","327",792.900608058228,358.946875602278,433.95373245595,-75.0068568536717
"ENSG00000164066","turquoise","ENSG00000164066","INTU","27152",949.114305790609,362.944271571316,586.170034219293,-223.225762647978
"ENSG00000164068","brown","ENSG00000164068","RNF123","63891",669.669274901559,244.416920875404,425.252354026155,-180.835433150751
"ENSG00000164070","turquoise","ENSG00000164070","HSPA4L","22824",711.537994583938,290.947480996694,420.590513587244,-129.64303259055
"ENSG00000164073","turquoise","ENSG00000164073","MFSD8","256471",998.333474594721,434.943343690064,563.390130904658,-128.446787214594
"ENSG00000164074","turquoise","ENSG00000164074","ABHD18","80167",1185.95017457031,537.304079736618,648.646094833688,-111.34201509707
"ENSG00000164076","tan","ENSG00000164076","CAMKV","79012",545.114857888726,14.6129531086781,530.501904780048,-515.88895167137
"ENSG00000164077","brown","ENSG00000164077","MON1A","84315",877.698281695595,438.409897660874,439.288384034721,-0.878486373847636
"ENSG00000164078","purple","ENSG00000164078","MST1R","4486",544.225966671215,19.7851396926605,524.440826978555,-504.655687285895
"ENSG00000164080","pink","ENSG00000164080","RAD54L2","23132",541.357839734249,45.1461264339361,496.211713300313,-451.065586866377
"ENSG00000164081","brown","ENSG00000164081","TEX264","51368",905.564855082053,445.012564461014,460.55229062104,-15.5397261600259
"ENSG00000164082","black","ENSG00000164082","GRM2","2912",593.391709310423,30.6185500670644,562.773159243359,-532.154609176294
"ENSG00000164086","grey","ENSG00000164086","DUSP7","1849",557.752297080566,NA,NA,NA
"ENSG00000164087","cyan","ENSG00000164087","POC1A","25886",689.545004403065,40.8743455441995,648.670658858865,-607.796313314666
"ENSG00000164088","yellow","ENSG00000164088","PPM1M","132160",725.036646076041,257.37529957792,467.661346498121,-210.286046920202
"ENSG00000164089","grey","ENSG00000164089","ETNPPL","64850",566.339344983702,NA,NA,NA
"ENSG00000164091","pink","ENSG00000164091","WDR82","80335",542.236595545668,44.2848617251097,497.951733820559,-453.666872095449
"ENSG00000164093","grey","ENSG00000164093","PITX2","5308",513.209993373327,NA,NA,NA
"ENSG00000164096","grey","ENSG00000164096","C4orf3","401152",506.875675628433,NA,NA,NA
"ENSG00000164099","grey","ENSG00000164099","PRSS12","8492",506.54626633702,NA,NA,NA
"ENSG00000164100","grey","ENSG00000164100","NDST3","9348",585.72150096341,NA,NA,NA
"ENSG00000164104","grey","ENSG00000164104","HMGB2","3148",690.770154638821,NA,NA,NA
"ENSG00000164105","grey","ENSG00000164105","SAP30","8819",566.690993054352,NA,NA,NA
"ENSG00000164106","grey","ENSG00000164106","SCRG1","11341",667.994442663405,NA,NA,NA
"ENSG00000164107","black","ENSG00000164107","HAND2","9464",567.855380255351,27.3209808718523,540.534399383499,-513.213418511646
"ENSG00000164109","turquoise","ENSG00000164109","MAD2L1","4085",894.083791754608,412.984077648285,481.099714106322,-68.1156364580368
"ENSG00000164111","greenyellow","ENSG00000164111","ANXA5","308",624.57235726098,52.6793235431567,571.893033717823,-519.213710174667
"ENSG00000164112","yellow","ENSG00000164112","SMIM43","132332",882.172788045903,439.213790657163,442.95899738874,-3.74520673157679
"ENSG00000164113","grey","ENSG00000164113","ADAD1","132612",514.198932729049,NA,NA,NA
"ENSG00000164114","magenta","ENSG00000164114","MAP9","79884",720.609617691476,32.1536601176199,688.455957573856,-656.302297456236
"ENSG00000164116","magenta","ENSG00000164116","GUCY1A1","2982",848.909657698627,65.6889217642219,783.220735934405,-717.531814170183
"ENSG00000164117","turquoise","ENSG00000164117","FBXO8","26269",752.270789694168,335.776623299318,416.49416639485,-80.7175430955322
"ENSG00000164118","turquoise","ENSG00000164118","CEP44","80817",1378.17536490583,710.761017699383,667.414347206446,43.3466704929365
"ENSG00000164120","grey","ENSG00000164120","HPGD","3248",535.424288315596,NA,NA,NA
"ENSG00000164122","grey","ENSG00000164122","ASB5","140458",506.959953838289,NA,NA,NA
"ENSG00000164124","grey","ENSG00000164124","TMEM144","55314",579.620458572607,NA,NA,NA
"ENSG00000164125","turquoise","ENSG00000164125","GASK1B","51313",699.406833773934,239.012148618449,460.394685155484,-221.382536537035
"ENSG00000164128","yellow","ENSG00000164128","NPY1R","4886",743.595569119983,207.857842542692,535.737726577291,-327.8798840346
"ENSG00000164129","yellow","ENSG00000164129","NPY5R","4889",673.135717930069,182.065090925038,491.07062700503,-309.005536079992
"ENSG00000164134","turquoise","ENSG00000164134","NAA15","80155",1115.12302388485,657.78936381533,457.333660069518,200.455703745812
"ENSG00000164136","yellow","ENSG00000164136","IL15","3600",987.800206908074,392.422310894882,595.377896013192,-202.955585118311
"ENSG00000164142","red","ENSG00000164142","FHIP1A","729830",575.444628708645,73.4418694318003,502.002759276845,-428.560889845045
"ENSG00000164144","turquoise","ENSG00000164144","ARFIP1","27236",1032.76380281494,544.927590720131,487.836212094814,57.091378625317
"ENSG00000164151","turquoise","ENSG00000164151","ICE1","23379",1045.61460821328,591.034150288483,454.580457924792,136.453692363691
"ENSG00000164161","grey","ENSG00000164161","HHIP","64399",515.576047695074,NA,NA,NA
"ENSG00000164162","turquoise","ENSG00000164162","ANAPC10","10393",754.461873753676,264.846438100965,489.61543565271,-224.768997551745
"ENSG00000164163","turquoise","ENSG00000164163","ABCE1","6059",1111.23450447108,647.264893431432,463.969611039647,183.295282391785
"ENSG00000164164","turquoise","ENSG00000164164","OTUD4","54726",1096.62737839555,638.135700939162,458.491677456384,179.644023482778
"ENSG00000164167","grey","ENSG00000164167","LSM6","11157",661.94322608305,NA,NA,NA
"ENSG00000164168","turquoise","ENSG00000164168","TMEM184C","55751",901.470898184908,469.160368846652,432.310529338256,36.8498395083966
"ENSG00000164169","turquoise","ENSG00000164169","PRMT9","90826",879.141746922298,435.889325892991,443.252421029307,-7.36309513631647
"ENSG00000164171","turquoise","ENSG00000164171","ITGA2","3673",759.313938745966,263.59861940227,495.715319343696,-232.116699941426
"ENSG00000164172","turquoise","ENSG00000164172","MOCS2","4338",793.649059887527,307.582024890891,486.067034996636,-178.485010105745
"ENSG00000164175","greenyellow","ENSG00000164175","SLC45A2","51151",690.473899538046,70.4126993488467,620.0612001892,-549.648500840353
"ENSG00000164176","magenta","ENSG00000164176","EDIL3","10085",705.656996625113,50.9180814511123,654.738915174001,-603.820833722889
"ENSG00000164180","turquoise","ENSG00000164180","TMEM161B","153396",1048.69150122356,505.881948873946,542.809552349613,-36.9276034756664
"ENSG00000164181","grey","ENSG00000164181","ELOVL7","79993",561.317131156637,NA,NA,NA
"ENSG00000164182","grey","ENSG00000164182","NDUFAF2","91942",596.12093089077,NA,NA,NA
"ENSG00000164185","grey","ENSG00000164185","ZNF474","133923",618.686707498066,NA,NA,NA
"ENSG00000164187","turquoise","ENSG00000164187","LMBRD2","92255",1156.56205582932,603.175776470081,553.38627935924,49.7894971108412
"ENSG00000164188","turquoise","ENSG00000164188","RANBP3L","202151",746.947888859946,187.676189749161,559.271699110785,-371.595509361623
"ENSG00000164190","turquoise","ENSG00000164190","NIPBL","25836",1207.66171409479,673.714759014194,533.946955080597,139.767803933597
"ENSG00000164197","turquoise","ENSG00000164197","RNF180","285671",690.212382189305,184.502379614478,505.710002574827,-321.207622960349
"ENSG00000164199","grey","ENSG00000164199","ADGRV1","84059",645.532749034936,NA,NA,NA
"ENSG00000164209","turquoise","ENSG00000164209","SLC25A46","91137",1177.77487325916,664.13009498422,513.644778274943,150.485316709277
"ENSG00000164211","turquoise","ENSG00000164211","STARD4","134429",797.310932845003,227.87080628323,569.440126561773,-341.569320278543
"ENSG00000164219","turquoise","ENSG00000164219","PGGT1B","5229",1150.36280635718,607.848260115808,542.514546241371,65.3337138744373
"ENSG00000164220","black","ENSG00000164220","F2RL2","2151",621.640268766249,35.9079507484392,585.73231801781,-549.824367269371
"ENSG00000164221","turquoise","ENSG00000164221","CCDC112","153733",1066.90768467048,518.246256562158,548.661428108319,-30.4151715461617
"ENSG00000164236","yellow","ENSG00000164236","ANKRD33B","651746",663.964200355416,225.425490793615,438.538709561801,-213.113218768186
"ENSG00000164237","grey","ENSG00000164237","CMBL","134147",561.016823126197,NA,NA,NA
"ENSG00000164241","grey","ENSG00000164241","C5orf63","401207",618.841024124338,NA,NA,NA
"ENSG00000164244","turquoise","ENSG00000164244","PRRC1","133619",791.744685128427,373.161999931766,418.582685196661,-45.4206852648956
"ENSG00000164251","purple","ENSG00000164251","F2RL1","2150",687.275390459084,34.5243703002107,652.751020158874,-618.226649858663
"ENSG00000164252","turquoise","ENSG00000164252","AGGF1","55109",973.111376797878,441.001544342192,532.109832455686,-91.1082881134941
"ENSG00000164253","turquoise","ENSG00000164253","WDR41","55255",773.425878640085,369.186953850043,404.238924790042,-35.0519709399989
"ENSG00000164256","grey","ENSG00000164256","PRDM9","56979",514.295057681773,NA,NA,NA
"ENSG00000164258","grey","ENSG00000164258","NDUFS4","4724",561.391169993891,NA,NA,NA
"ENSG00000164265","grey","ENSG00000164265","SCGB3A2","117156",523.591924003697,NA,NA,NA
"ENSG00000164266","grey","ENSG00000164266","SPINK1","6690",532.980090283436,NA,NA,NA
"ENSG00000164283","magenta","ENSG00000164283","ESM1","11082",652.251603192875,34.433447952371,617.818155240504,-583.384707288133
"ENSG00000164284","turquoise","ENSG00000164284","GRPEL2","134266",1033.30879091491,511.733573713544,521.575217201362,-9.84164348781792
"ENSG00000164287","grey","ENSG00000164287","CDC20B","166979",498.527496469918,NA,NA,NA
"ENSG00000164291","turquoise","ENSG00000164291","ARSK","153642",834.752082527659,401.388957563922,433.363124963738,-31.9741673998157
"ENSG00000164292","turquoise","ENSG00000164292","RHOBTB3","22836",702.311273280042,267.278794498881,435.032478781162,-167.753684282281
"ENSG00000164294","turquoise","ENSG00000164294","GPX8","493869",609.179594233385,219.384829329286,389.7947649041,-170.409935574814
"ENSG00000164296","grey","ENSG00000164296","TIGD6","81789",542.028671676152,NA,NA,NA
"ENSG00000164300","turquoise","ENSG00000164300","SERINC5","256987",585.763836414426,176.544167884945,409.219668529481,-232.675500644536
"ENSG00000164303","yellow","ENSG00000164303","ENPP6","133121",728.325911762875,216.076366843463,512.249544919412,-296.173178075949
"ENSG00000164304","blue","ENSG00000164304","CAGE1","285782",613.59919871977,137.288428973087,476.310769746683,-339.022340773596
"ENSG00000164305","turquoise","ENSG00000164305","CASP3","836",948.399838560193,466.845902694971,481.553935865222,-14.7080331702514
"ENSG00000164306","turquoise","ENSG00000164306","PRIMPOL","201973",1050.93332777125,550.872889168718,500.060438602531,50.812450566187
"ENSG00000164307","yellow","ENSG00000164307","ERAP1","51752",712.126429771847,191.155656211269,520.970773560578,-329.815117349309
"ENSG00000164308","yellow","ENSG00000164308","ERAP2","64167",617.277645301639,173.989157688692,443.288487612946,-269.299329924254
"ENSG00000164309","grey","ENSG00000164309","CMYA5","202333",672.488817247229,NA,NA,NA
"ENSG00000164318","black","ENSG00000164318","EGFLAM","133584",694.75584157598,66.5261491773776,628.229692398602,-561.703543221224
"ENSG00000164323","turquoise","ENSG00000164323","CFAP97","57587",1041.99895730687,588.490921914957,453.50803539191,134.982886523047
"ENSG00000164327","turquoise","ENSG00000164327","RICTOR","253260",1234.78209288157,679.509555448125,555.272537433447,124.237018014678
"ENSG00000164329","turquoise","ENSG00000164329","TENT2","167153",1186.33861113879,637.117482863468,549.221128275325,87.8963545881429
"ENSG00000164330","magenta","ENSG00000164330","EBF1","1879",770.065982779416,61.4913703511642,708.574612428251,-647.083242077087
"ENSG00000164331","turquoise","ENSG00000164331","ANKRA2","57763",969.09112110568,378.56589320297,590.52522790271,-211.95933469974
"ENSG00000164332","turquoise","ENSG00000164332","UBLCP1","134510",1087.90310923423,589.726466158492,498.176643075743,91.5498230827491
"ENSG00000164338","turquoise","ENSG00000164338","UTP15","84135",749.23702872146,323.358596507095,425.878432214365,-102.51983570727
"ENSG00000164342","yellow","ENSG00000164342","TLR3","7098",697.82966533964,153.868921829367,543.960743510273,-390.091821680906
"ENSG00000164344","blue","ENSG00000164344","KLKB1","3818",696.524144896668,181.507527005533,515.016617891135,-333.509090885602
"ENSG00000164346","turquoise","ENSG00000164346","NSA2","10412",728.451002836478,257.122242821144,471.328760015334,-214.20651719419
"ENSG00000164347","turquoise","ENSG00000164347","GFM2","84340",1028.16134630009,566.521329338754,461.640016961332,104.881312377422
"ENSG00000164362","grey","ENSG00000164362","TERT","7015",544.526160236766,NA,NA,NA
"ENSG00000164366","brown","ENSG00000164366","CCDC127","133957",536.285529020539,135.497828670228,400.787700350311,-265.289871680083
"ENSG00000164379","red","ENSG00000164379","FOXQ1","94234",650.441833078752,116.053788662439,534.388044416314,-418.334255753875
"ENSG00000164385","grey","ENSG00000164385","LINC01600","154386",609.670169484163,NA,NA,NA
"ENSG00000164393","red","ENSG00000164393","ADGRF2","222611",647.379832540562,137.19045260867,510.189379931892,-372.998927323221
"ENSG00000164398","yellow","ENSG00000164398","ACSL6","23305",814.957175664784,267.587652300957,547.369523363827,-279.781871062869
"ENSG00000164400","yellow","ENSG00000164400","CSF2","1437",605.030380707248,156.068136596379,448.962244110869,-292.89410751449
"ENSG00000164402","grey","ENSG00000164402","SEPTIN8","23176",545.66446122503,NA,NA,NA
"ENSG00000164403","grey","ENSG00000164403","SHROOM1","134549",527.555966888717,NA,NA,NA
"ENSG00000164404","blue","ENSG00000164404","GDF9","2661",835.564039320359,257.227415614991,578.336623705368,-321.109208090376
"ENSG00000164405","brown","ENSG00000164405","UQCRQ","27089",722.528135639696,260.941751909131,461.586383730565,-200.644631821434
"ENSG00000164406","blue","ENSG00000164406","LEAP2","116842",889.230843613541,337.729464521649,551.501379091893,-213.771914570244
"ENSG00000164414","grey","ENSG00000164414","SLC35A1","10559",672.530549655192,NA,NA,NA
"ENSG00000164418","grey","ENSG00000164418","GRIK2","2898",550.115525653659,NA,NA,NA
"ENSG00000164430","yellow","ENSG00000164430","CGAS","115004",815.921815820739,223.356271087392,592.565544733347,-369.209273645954
"ENSG00000164434","grey","ENSG00000164434","FABP7","2173",569.996795470645,NA,NA,NA
"ENSG00000164438","grey","ENSG00000164438","TLX3","30012",536.381192402799,NA,NA,NA
"ENSG00000164440","yellow","ENSG00000164440","TXLNB","167838",805.955380843079,204.128560281498,601.82682056158,-397.698260280082
"ENSG00000164442","grey","ENSG00000164442","CITED2","10370",558.760455934539,NA,NA,NA
"ENSG00000164463","turquoise","ENSG00000164463","CREBRF","153222",1050.45582500577,508.996446605636,541.459378400138,-32.4629317945024
"ENSG00000164465","magenta","ENSG00000164465","DCBLD1","285761",658.914043378755,38.1894859308959,620.724557447859,-582.535071516963
"ENSG00000164466","grey","ENSG00000164466","SFXN1","94081",549.220420127595,NA,NA,NA
"ENSG00000164483","yellow","ENSG00000164483","SAMD3","154075",1090.64214472868,627.575920295602,463.066224433082,164.50969586252
"ENSG00000164484","magenta","ENSG00000164484","TMEM200A","114801",826.159107482732,58.9933358788967,767.165771603836,-708.172435724939
"ENSG00000164485","yellow","ENSG00000164485","IL22RA2","116379",693.461457139196,235.187127215215,458.274329923981,-223.087202708766
"ENSG00000164488","purple","ENSG00000164488","DACT2","168002",616.264137445506,21.7692805467262,594.49485689878,-572.725576352054
"ENSG00000164494","turquoise","ENSG00000164494","PDSS2","57107",715.755709276076,306.567630627011,409.188078649065,-102.620448022054
"ENSG00000164506","turquoise","ENSG00000164506","STXBP5","134957",699.131092647606,255.277460193687,443.853632453918,-188.576172260231
"ENSG00000164509","magenta","ENSG00000164509","IL31RA","133396",671.104578581882,37.8773375640343,633.227241017848,-595.349903453814
"ENSG00000164512","yellow","ENSG00000164512","ANKRD55","79722",706.556062831656,235.752418901933,470.803643929723,-235.05122502779
"ENSG00000164520","red","ENSG00000164520","RAET1E","135250",689.071702396019,157.043239904419,532.0284624916,-374.985222587182
"ENSG00000164530","black","ENSG00000164530","PI16","221476",619.779413289408,54.9076916195117,564.871721669896,-509.964030050385
"ENSG00000164532","grey","ENSG00000164532","TBX20","57057",525.216607903894,NA,NA,NA
"ENSG00000164535","brown","ENSG00000164535","DAGLB","221955",718.937787143711,298.862612599622,420.07517454409,-121.212561944468
"ENSG00000164542","turquoise","ENSG00000164542","MATCAP2","23366",749.864393650868,274.518703909367,475.345689741501,-200.826985832134
"ENSG00000164543","grey","ENSG00000164543","STK17A","9263",720.977832409458,NA,NA,NA
"ENSG00000164548","grey","ENSG00000164548","TRA2A","29896",600.067306767152,NA,NA,NA
"ENSG00000164556","blue","ENSG00000164556","FAM183BP","340286",622.824428311487,158.827622180094,463.996806131393,-305.169183951299
"ENSG00000164574","black","ENSG00000164574","GALNT10","55568",558.26028846783,36.2569508316311,522.003337636199,-485.746386804568
"ENSG00000164576","grey","ENSG00000164576","SAP30L","79685",618.292664882354,NA,NA,NA
"ENSG00000164587","lightcyan","ENSG00000164587","RPS14","6208",640.438362058776,32.7002557204988,607.738106338277,-575.037850617778
"ENSG00000164588","grey","ENSG00000164588","HCN1","348980",576.32976283311,NA,NA,NA
"ENSG00000164591","grey","ENSG00000164591","MYOZ3","91977",571.133532596439,NA,NA,NA
"ENSG00000164597","turquoise","ENSG00000164597","COG5","10466",696.724664921668,284.525512175172,412.199152746497,-127.673640571325
"ENSG00000164603","turquoise","ENSG00000164603","BMT2","154743",1089.65790738059,570.772416620427,518.885490760161,51.8869258602658
"ENSG00000164604","grey","ENSG00000164604","GPR85","54329",520.344925159296,NA,NA,NA
"ENSG00000164609","turquoise","ENSG00000164609","SLU7","10569",1091.84514942042,598.593780421903,493.251368998521,105.342411423382
"ENSG00000164610","grey","ENSG00000164610","RP9","6100",549.327328233061,NA,NA,NA
"ENSG00000164611","cyan","ENSG00000164611","PTTG1","9232",620.460601891181,27.1116600155598,593.348941875621,-566.237281860061
"ENSG00000164615","turquoise","ENSG00000164615","CAMLG","819",604.378669824164,183.304076140254,421.07459368391,-237.770517543656
"ENSG00000164616","magenta","ENSG00000164616",NA,NA,631.275422511923,34.2961469039807,596.979275607943,-562.683128703962
"ENSG00000164619","grey","ENSG00000164619","BMPER","168667",650.07769733903,NA,NA,NA
"ENSG00000164620","grey","ENSG00000164620","RELL2","285613",568.076181090254,NA,NA,NA
"ENSG00000164626","magenta","ENSG00000164626","KCNK5","8645",708.58633708812,41.0533527017321,667.532984386388,-626.479631684656
"ENSG00000164627","grey","ENSG00000164627","KIF6","221458",534.56127052189,NA,NA,NA
"ENSG00000164631","turquoise","ENSG00000164631","ZNF12","7559",1136.67886208573,583.115926424844,553.562935660891,29.5529907639532
"ENSG00000164638","midnightblue","ENSG00000164638","SLC29A4","222962",600.063344387474,13.6363887603375,586.426955627137,-572.7905668668
"ENSG00000164647","grey","ENSG00000164647","STEAP1","26872",558.991122289422,NA,NA,NA
"ENSG00000164649","grey","ENSG00000164649","CDCA7L","55536",510.801091156763,NA,NA,NA
"ENSG00000164651","grey","ENSG00000164651","SP8","221833",500.187217851672,NA,NA,NA
"ENSG00000164654","turquoise","ENSG00000164654","MIOS","54468",785.720861346105,357.563891851616,428.156969494489,-70.5930776428737
"ENSG00000164659","grey","ENSG00000164659","ELAPOR2","222223",612.215747364027,NA,NA,NA
"ENSG00000164663","turquoise","ENSG00000164663","USP49","25862",810.135814916461,265.069268360764,545.066546555697,-279.997278194934
"ENSG00000164669","blue","ENSG00000164669",NA,NA,609.570512419592,160.391332620657,449.179179798935,-288.787847178278
"ENSG00000164674","yellow","ENSG00000164674","SYTL3","94120",865.398026939383,444.633849377644,420.764177561739,23.8696718159044
"ENSG00000164675","turquoise","ENSG00000164675","IQUB","154865",692.879316081376,219.125097771586,473.75421830979,-254.629120538205
"ENSG00000164683","grey","ENSG00000164683","HEY1","23462",498.904842744156,NA,NA,NA
"ENSG00000164684","greenyellow","ENSG00000164684","ZNF704","619279",692.202949782607,34.175725545495,658.027224237112,-623.851498691617
"ENSG00000164687","red","ENSG00000164687","FABP5","2171",620.715929524664,88.4212561877839,532.29467333688,-443.873417149096
"ENSG00000164690","grey","ENSG00000164690","SHH","6469",529.724059572983,NA,NA,NA
"ENSG00000164691","yellow","ENSG00000164691","TAGAP","117289",1163.97094192606,729.346799201718,434.624142724345,294.722656477373
"ENSG00000164692","black","ENSG00000164692","COL1A2","1278",673.777433694877,81.6470512584696,592.130382436407,-510.483331177938
"ENSG00000164694","black","ENSG00000164694","FNDC1","84624",684.195929049504,83.6368469326693,600.559082116834,-516.922235184165
