"","Module","ENSEMBL","Symbol","ncbi","kTotal","kWithin","kOut","kDiff"
"ENSG00000115840","turquoise","ENSG00000115840","SLC25A12","8604",601.76367429263,205.365985941413,396.397688351217,-191.031702409803
"ENSG00000115841","turquoise","ENSG00000115841","RMDN2","151393",796.836211983794,343.360192867955,453.47601911584,-110.115826247885
"ENSG00000115844","magenta","ENSG00000115844","DLX2","1746",587.906932827217,28.1922770740496,559.714655753167,-531.522378679117
"ENSG00000115850","grey","ENSG00000115850","LCT","3938",602.167781516897,NA,NA,NA
"ENSG00000115866","turquoise","ENSG00000115866","DARS1","1615",986.014379126422,518.987743123855,467.026636002566,51.9611071212894
"ENSG00000115875","turquoise","ENSG00000115875","SRSF7","6432",844.804856921666,332.011055096609,512.793801825057,-180.782746728447
"ENSG00000115884","red","ENSG00000115884","SDC1","6382",667.85470975034,97.5443597203027,570.310350030037,-472.765990309734
"ENSG00000115896","turquoise","ENSG00000115896","PLCL1","5334",629.859507685682,191.522194330062,438.33731335562,-246.815119025558
"ENSG00000115902","brown","ENSG00000115902","SLC1A4","6509",665.019703755605,225.104804267,439.914899488605,-214.810095221605
"ENSG00000115904","turquoise","ENSG00000115904","SOS1","6654",944.674793737152,460.387156804956,484.287636932195,-23.9004801272392
"ENSG00000115919","yellow","ENSG00000115919","KYNU","8942",698.799212505054,250.076962325319,448.722250179735,-198.645287854415
"ENSG00000115935","yellow","ENSG00000115935","WIPF1","7456",690.032483723838,200.582771139406,489.449712584432,-288.866941445026
"ENSG00000115942","turquoise","ENSG00000115942","ORC2","4999",1035.44361865166,530.922806472529,504.520812179134,26.4019942933946
"ENSG00000115944","lightcyan","ENSG00000115944","COX7A2L","9167",559.083557646036,8.94473667136759,550.138820974668,-541.194084303301
"ENSG00000115946","turquoise","ENSG00000115946","PNO1","56902",731.111475791916,317.668960058868,413.442515733047,-95.7735556741787
"ENSG00000115947","turquoise","ENSG00000115947","ORC4","5000",1202.51816309954,691.357619255854,511.160543843684,180.19707541217
"ENSG00000115956","yellow","ENSG00000115956","PLEK","5341",1147.7035580899,703.033114550178,444.670443539723,258.362671010455
"ENSG00000115963","magenta","ENSG00000115963","RND3","390",662.340307750491,31.3219570528685,631.018350697623,-599.696393644754
"ENSG00000115966","turquoise","ENSG00000115966","ATF2","1386",1331.1877548378,778.432594222299,552.755160615498,225.677433606802
"ENSG00000115970","grey","ENSG00000115970","THADA","63892",552.547695854772,NA,NA,NA
"ENSG00000115977","grey","ENSG00000115977","AAK1","22848",622.312549421068,NA,NA,NA
"ENSG00000115993","pink","ENSG00000115993","TRAK2","66008",635.19892159366,42.2238476198198,592.97507397384,-550.75122635402
"ENSG00000115998","grey","ENSG00000115998","C2orf42","54980",483.815444994295,NA,NA,NA
"ENSG00000116001","turquoise","ENSG00000116001","TIA1","7072",1281.26664672961,569.154133731155,712.112512998451,-142.958379267296
"ENSG00000116005","pink","ENSG00000116005","PCYOX1","51449",694.412934615402,53.0580006421032,641.354933973299,-588.296933331196
"ENSG00000116014","grey","ENSG00000116014","KISS1R","84634",532.165862660836,NA,NA,NA
"ENSG00000116016","black","ENSG00000116016","EPAS1","2034",591.649828533354,38.5072045735031,553.142623959851,-514.635419386348
"ENSG00000116017","tan","ENSG00000116017","ARID3A","1820",530.27748951641,15.9979992648566,514.279490251553,-498.281490986697
"ENSG00000116030","turquoise","ENSG00000116030","SUMO1","7341",713.067166104235,275.329796296779,437.737369807456,-162.407573510677
"ENSG00000116031","red","ENSG00000116031","CD207","50489",614.515896255912,77.4878594188725,537.028036837039,-459.540177418167
"ENSG00000116032","grey","ENSG00000116032","GRIN3B","116444",580.031105031963,NA,NA,NA
"ENSG00000116035","brown","ENSG00000116035","VAX2","25806",576.212857559332,156.917876649333,419.294980909999,-262.377104260666
"ENSG00000116039","blue","ENSG00000116039","ATP6V1B1","525",667.031008439979,193.40027881977,473.630729620209,-280.23045080044
"ENSG00000116044","turquoise","ENSG00000116044","NFE2L2","4780",846.850075546232,415.523404102569,431.326671443663,-15.8032673410935
"ENSG00000116062","pink","ENSG00000116062","MSH6","2956",758.845897813257,65.3588564647116,693.487041348545,-628.128184883833
"ENSG00000116095","turquoise","ENSG00000116095","PLEKHA3","65977",923.050997867676,456.174338116083,466.876659751593,-10.7023216355108
"ENSG00000116096","brown","ENSG00000116096","SPR","6697",723.406222538494,287.492410339915,435.913812198579,-148.421401858664
"ENSG00000116106","purple","ENSG00000116106","EPHA4","2043",549.725915772476,15.961404507904,533.764511264572,-517.803106756668
"ENSG00000116117","grey","ENSG00000116117","PARD3B","117583",529.670516988224,NA,NA,NA
"ENSG00000116120","cyan","ENSG00000116120","FARSB","10056",572.674671424737,22.677915070808,549.996756353929,-527.318841283121
"ENSG00000116127","turquoise","ENSG00000116127","ALMS1","7840",909.289250101507,468.138720010157,441.150530091351,26.9881899188059
"ENSG00000116128","pink","ENSG00000116128","BCL9","607",551.737710093385,35.9392784961367,515.798431597248,-479.859153101111
"ENSG00000116132","magenta","ENSG00000116132","PRRX1","5396",752.108912519688,57.8796405014035,694.229272018285,-636.349631516881
"ENSG00000116133","grey","ENSG00000116133","DHCR24","1718",539.130701914854,NA,NA,NA
"ENSG00000116138","pink","ENSG00000116138","DNAJC16","23341",579.355072954185,39.8058061879978,539.549266766187,-499.743460578189
"ENSG00000116141","grey","ENSG00000116141","MARK1","4139",601.848204419139,NA,NA,NA
"ENSG00000116147","yellow","ENSG00000116147","TNR","7143",608.268423174807,151.382762010454,456.885661164353,-305.502899153899
"ENSG00000116151","grey","ENSG00000116151","MORN1","79906",554.081876587402,NA,NA,NA
"ENSG00000116157","black","ENSG00000116157","GPX7","2882",578.804588068987,27.4497428289612,551.354845240025,-523.905102411064
"ENSG00000116161","turquoise","ENSG00000116161","CACYBP","27101",727.428210761823,291.520744570249,435.907466191574,-144.386721621324
"ENSG00000116171","turquoise","ENSG00000116171","SCP2","6342",746.360921627844,331.328807978512,415.032113649332,-83.7033056708198
"ENSG00000116176","brown","ENSG00000116176","TPSG1","25823",585.958186731896,137.867301756478,448.090884975418,-310.22358321894
"ENSG00000116183","black","ENSG00000116183","PAPPA2","60676",541.383399804589,24.4136455285424,516.969754276047,-492.556108747504
"ENSG00000116191","turquoise","ENSG00000116191","RALGPS2","55103",764.059725195064,319.246311623609,444.813413571456,-125.567101947847
"ENSG00000116194","magenta","ENSG00000116194","ANGPTL1","9068",758.108906200964,46.7645283585823,711.344377842382,-664.5798494838
"ENSG00000116198","grey","ENSG00000116198","CEP104","9731",542.23006913115,NA,NA,NA
"ENSG00000116199","turquoise","ENSG00000116199","FAM20B","9917",962.171566024222,518.402648439919,443.768917584302,74.6337308556169
"ENSG00000116205","turquoise","ENSG00000116205","TCEANC2","127428",656.770946617359,244.186464455941,412.584482161418,-168.398017705477
"ENSG00000116209","turquoise","ENSG00000116209","TMEM59","9528",598.140546824283,174.909748555528,423.230798268755,-248.321049713227
"ENSG00000116212","pink","ENSG00000116212","LRRC42","115353",586.112888512161,45.5945773807342,540.518311131427,-494.923733750693
"ENSG00000116213","brown","ENSG00000116213","WRAP73","49856",584.083805446022,157.036662092248,427.047143353774,-270.010481261526
"ENSG00000116221","brown","ENSG00000116221","MRPL37","51253",853.440092336998,402.320419888984,451.119672448014,-48.7992525590304
"ENSG00000116237","brown","ENSG00000116237","ICMT","23463",590.004249342807,158.202546627478,431.801702715329,-273.599156087851
"ENSG00000116251","lightcyan","ENSG00000116251","RPL22","6146",582.531306977275,21.6399988970705,560.891308080204,-539.251309183134
"ENSG00000116254","grey","ENSG00000116254","CHD5","26038",537.728459961853,NA,NA,NA
"ENSG00000116260","brown","ENSG00000116260","QSOX1","5768",591.773890888453,162.529177568482,429.244713319971,-266.715535751488
"ENSG00000116266","turquoise","ENSG00000116266","STXBP3","6814",1118.7160316083,614.226488013341,504.489543594958,109.736944418383
"ENSG00000116273","brown","ENSG00000116273","PHF13","148479",550.788957035164,142.120506833843,408.668450201322,-266.547943367479
"ENSG00000116285","magenta","ENSG00000116285","ERRFI1","54206",757.355732445255,52.143444993556,705.212287451699,-653.068842458143
"ENSG00000116288","brown","ENSG00000116288","PARK7","11315",632.810277122635,215.006219071168,417.804058051467,-202.797838980298
"ENSG00000116299","yellow","ENSG00000116299","ELAPOR1","57535",926.815747875324,461.543406080255,465.272341795069,-3.7289357148137
"ENSG00000116329","grey","ENSG00000116329","OPRD1","4985",518.461834787628,NA,NA,NA
"ENSG00000116337","brown","ENSG00000116337","AMPD2","271",570.822774926926,154.62762826862,416.195146658305,-261.567518389685
"ENSG00000116350","grey","ENSG00000116350","SRSF4","6429",518.820872774625,NA,NA,NA
"ENSG00000116353","brown","ENSG00000116353","MECR","51102",862.264184178838,408.508413836597,453.75577034224,-45.2473565056431
"ENSG00000116396","brown","ENSG00000116396","KCNC4","3749",529.846347592742,135.728999447862,394.117348144881,-258.388348697019
"ENSG00000116406","turquoise","ENSG00000116406","EDEM3","80267",1122.13881637015,642.881623800089,479.257192570066,163.624431230022
"ENSG00000116455","cyan","ENSG00000116455","WDR77","79084",564.587992471514,22.3401865940162,542.247805877498,-519.907619283481
"ENSG00000116459","turquoise","ENSG00000116459","ATP5PB","515",649.930842257343,252.437163781147,397.493678476196,-145.056514695049
"ENSG00000116473","turquoise","ENSG00000116473","RAP1A","5906",932.246002422689,384.67801331629,547.567989106399,-162.889975790108
"ENSG00000116478","grey","ENSG00000116478","HDAC1","3065",503.037729648649,NA,NA,NA
"ENSG00000116489","turquoise","ENSG00000116489","CAPZA1","829",781.216373514604,354.656036052187,426.560337462417,-71.9043014102303
"ENSG00000116497","turquoise","ENSG00000116497","S100PBP","64766",781.011002991267,334.774990796035,446.236012195232,-111.461021399196
"ENSG00000116514","grey","ENSG00000116514","RNF19B","127544",578.133377875258,NA,NA,NA
"ENSG00000116521","brown","ENSG00000116521","SCAMP3","10067",823.98733606657,389.349472537132,434.637863529438,-45.2883909923054
"ENSG00000116525","brown","ENSG00000116525","TRIM62","55223",625.352626854561,193.99983020252,431.352796652041,-237.352966449522
"ENSG00000116539","pink","ENSG00000116539","ASH1L","55870",849.936940557676,72.4704511330237,777.466489424653,-704.996038291629
"ENSG00000116544","brown","ENSG00000116544","DLGAP3","58512",611.664784162433,140.112994307431,471.551789855002,-331.438795547571
"ENSG00000116560","cyan","ENSG00000116560","SFPQ","6421",647.002284973595,20.5851639235552,626.41712105004,-605.831957126484
"ENSG00000116574","magenta","ENSG00000116574","RHOU","58480",828.35241404523,48.1861575429038,780.166256502326,-731.980098959423
"ENSG00000116580","pink","ENSG00000116580","GON4L","54856",585.89687392693,53.8284750090588,532.068398917871,-478.239923908812
"ENSG00000116584","grey","ENSG00000116584","ARHGEF2","9181",490.636964267478,NA,NA,NA
"ENSG00000116586","brown","ENSG00000116586","LAMTOR2","28956",845.100607997686,397.917897262535,447.182710735151,-49.2648134726159
"ENSG00000116604","brown","ENSG00000116604","MEF2D","4209",647.82389637485,241.082534497548,406.741361877303,-165.658827379755
"ENSG00000116641","pink","ENSG00000116641","DOCK7","85440",838.527861284314,80.5556534066631,757.97220787765,-677.416554470987
"ENSG00000116649","brown","ENSG00000116649","SRM","6723",849.801602740482,401.31466938931,448.486933351171,-47.1722639618607
"ENSG00000116652","blue","ENSG00000116652",NA,NA,920.842989514227,309.125257218818,611.71773229541,-302.592475076592
"ENSG00000116661","brown","ENSG00000116661","FBXO2","26232",643.18016268097,174.693023187662,468.487139493308,-293.794116305646
"ENSG00000116663","salmon","ENSG00000116663","FBXO6","26270",744.470794543832,35.3660136693103,709.104780874522,-673.738767205212
"ENSG00000116667","grey","ENSG00000116667","C1orf21","81563",549.207611833413,NA,NA,NA
"ENSG00000116668","turquoise","ENSG00000116668","SWT1","54823",963.853498859594,506.47825721769,457.375241641905,49.1030155757851
"ENSG00000116670","brown","ENSG00000116670","MAD2L2","10459",731.764858267291,295.974268265785,435.790590001505,-139.81632173572
"ENSG00000116675","turquoise","ENSG00000116675","DNAJC6","9829",597.525243265172,190.642235704382,406.88300756079,-216.240771856408
"ENSG00000116678","turquoise","ENSG00000116678","LEPR","3953",891.124963083921,322.456979800846,568.667983283075,-246.211003482229
"ENSG00000116679","grey","ENSG00000116679","IVNS1ABP","10625",568.685124995583,NA,NA,NA
"ENSG00000116685","brown","ENSG00000116685","KIAA2013","90231",805.272645176773,359.852968391463,445.41967678531,-85.5667083938469
"ENSG00000116688","brown","ENSG00000116688","MFN2","9927",653.257246055513,215.536405807351,437.720840248163,-222.184434440812
"ENSG00000116690","magenta","ENSG00000116690","PRG4","10216",635.532184878155,35.2096945747239,600.322490303431,-565.112795728707
"ENSG00000116691","salmon","ENSG00000116691","MIIP","60672",745.889271181387,35.2846566600518,710.604614521336,-675.319957861284
"ENSG00000116698","grey","ENSG00000116698","SMG7","9887",584.618043500677,NA,NA,NA
"ENSG00000116701","yellow","ENSG00000116701","NCF2","4688",994.002489090944,549.055079639862,444.947409451082,104.107670188779
"ENSG00000116703","blue","ENSG00000116703","PDC","5132",652.238212076018,187.070576429471,465.167635646548,-278.097059217077
"ENSG00000116704","turquoise","ENSG00000116704","SLC35D1","23169",745.920847239283,334.567969272911,411.352877966372,-76.7849086934608
"ENSG00000116711","turquoise","ENSG00000116711","PLA2G4A","5321",582.067280480131,164.435205204088,417.632075276043,-253.196870071955
"ENSG00000116717","grey","ENSG00000116717","GADD45A","1647",542.519129769463,NA,NA,NA
"ENSG00000116726","grey","ENSG00000116726","PRAMEF12","390999",510.151172176773,NA,NA,NA
"ENSG00000116729","grey","ENSG00000116729","WLS","79971",502.578792345529,NA,NA,NA
"ENSG00000116731","pink","ENSG00000116731","PRDM2","7799",619.9291031939,37.8530043833729,582.076098810527,-544.223094427154
"ENSG00000116741","grey","ENSG00000116741","RGS2","5997",603.26259430443,NA,NA,NA
"ENSG00000116745","grey","ENSG00000116745","RPE65","6121",586.663831604469,NA,NA,NA
"ENSG00000116747","turquoise","ENSG00000116747","RO60","6738",1265.72374549124,750.330585648931,515.393159842306,234.937425806625
"ENSG00000116748","yellow","ENSG00000116748","AMPD1","270",847.860589840872,444.703348877267,403.157240963606,41.546107913661
"ENSG00000116750","turquoise","ENSG00000116750","UCHL5","51377",1076.2421606442,585.300909219138,490.941251425058,94.3596577940802
"ENSG00000116752","turquoise","ENSG00000116752","BCAS2","10286",872.651359772456,439.076476336707,433.574883435749,5.50159290095849
"ENSG00000116754","turquoise","ENSG00000116754","SRSF11","9295",1331.50113824082,588.025614721349,743.475523519469,-155.44990879812
"ENSG00000116761","grey","ENSG00000116761","CTH","1491",549.164645819644,NA,NA,NA
"ENSG00000116771","yellow","ENSG00000116771","AGMAT","79814",592.046234498067,136.405517826767,455.6407166713,-319.235198844534
"ENSG00000116774","magenta","ENSG00000116774","OLFML3","56944",687.735607955758,40.4130009341453,647.322607021612,-606.909606087467
"ENSG00000116785","grey","ENSG00000116785","CFHR3","10878",646.45378158644,NA,NA,NA
"ENSG00000116786","brown","ENSG00000116786","PLEKHM2","23207",751.495557196256,326.634173018886,424.86138417737,-98.2272111584839
"ENSG00000116791","turquoise","ENSG00000116791","CRYZ","1429",713.993590983432,308.745476193277,405.248114790155,-96.5026385968783
"ENSG00000116793","turquoise","ENSG00000116793","PHTF1","10745",730.61548403659,295.641428649821,434.974055386769,-139.332626736948
"ENSG00000116809","brown","ENSG00000116809","ZBTB17","7709",720.19596575921,281.389765590051,438.806200169159,-157.416434579108
"ENSG00000116815","turquoise","ENSG00000116815","CD58","965",808.121923697651,335.809423072719,472.312500624932,-136.503077552213
"ENSG00000116819","grey","ENSG00000116819","TFAP2E","339488",517.452610383072,NA,NA,NA
"ENSG00000116824","yellow","ENSG00000116824","CD2","914",1148.25321231312,726.846394483001,421.406817830114,305.439576652888
"ENSG00000116830","cyan","ENSG00000116830","TTF2","8458",644.179315999204,25.2093202727379,618.969995726466,-593.760675453728
"ENSG00000116833","grey","ENSG00000116833","NR5A2","2494",539.261492044904,NA,NA,NA
"ENSG00000116852","yellow","ENSG00000116852","KIF21B","23046",760.849203837391,308.985362626253,451.863841211138,-142.878478584885
"ENSG00000116857","brown","ENSG00000116857","TMEM9","252839",633.669934687931,207.260716624513,426.409218063418,-219.148501438905
"ENSG00000116863","brown","ENSG00000116863","ADPRS","54936",774.225112822223,330.596899136498,443.628213685725,-113.031314549227
"ENSG00000116871","salmon","ENSG00000116871","MAP7D1","55700",787.451649328047,41.7264038734627,745.725245454584,-703.998841581121
"ENSG00000116874","turquoise","ENSG00000116874","WARS2","10352",559.3196388759,180.745806690252,378.573832185648,-197.828025495397
"ENSG00000116882","grey","ENSG00000116882","HAO2","51179",547.181660244232,NA,NA,NA
"ENSG00000116885","brown","ENSG00000116885","OSCP1","127700",586.390350655081,171.393322090048,414.997028565032,-243.603706474984
"ENSG00000116898","brown","ENSG00000116898","MRPS15","64960",655.760633292905,224.333021780906,431.427611511999,-207.094589731093
"ENSG00000116903","turquoise","ENSG00000116903","EXOC8","149371",792.657090158343,374.804569520896,417.852520637447,-43.04795111655
"ENSG00000116906","turquoise","ENSG00000116906","GNPAT","8443",703.817945334234,312.751549903965,391.066395430269,-78.3148455263034
"ENSG00000116918","turquoise","ENSG00000116918","TSNAX","7257",1022.03099854923,535.693199407038,486.337799142189,49.3554002648488
"ENSG00000116922","turquoise","ENSG00000116922","AIRIM","54955",961.707627313654,485.355663465966,476.351963847688,9.00369961827823
"ENSG00000116954","grey","ENSG00000116954","RRAGC","64121",582.067790640198,NA,NA,NA
"ENSG00000116962","magenta","ENSG00000116962","NID1","4811",647.851559839278,42.2803555748065,605.571204264472,-563.290848689665
"ENSG00000116977","turquoise","ENSG00000116977","LGALS8","3964",569.9837958847,163.717110448158,406.266685436542,-242.549574988384
"ENSG00000116981","grey","ENSG00000116981","NT5C1A","84618",499.726034615499,NA,NA,NA
"ENSG00000116983","grey","ENSG00000116983","HPCAL4","51440",526.531535918752,NA,NA,NA
"ENSG00000116984","turquoise","ENSG00000116984","MTR","4548",914.096754870404,466.40307134244,447.693683527964,18.7093878144761
"ENSG00000116985","grey","ENSG00000116985","BMP8B","656",548.451832199117,NA,NA,NA
"ENSG00000116990","yellow","ENSG00000116990","MYCL","4610",774.613833201031,271.871974729858,502.741858471173,-230.869883741315
"ENSG00000116991","grey","ENSG00000116991","SIPA1L2","57568",563.671376101599,NA,NA,NA
"ENSG00000116996","grey","ENSG00000116996","ZP4","57829",500.169223267513,NA,NA,NA
"ENSG00000117000","turquoise","ENSG00000117000","RLF","6018",1214.59487339587,708.240687740407,506.354185655466,201.886502084942
"ENSG00000117009","yellow","ENSG00000117009","KMO","8564",750.523285836325,267.909660808612,482.613625027713,-214.703964219101
"ENSG00000117010","turquoise","ENSG00000117010","ZNF684","127396",826.204547018369,330.498880383844,495.705666634525,-165.206786250681
"ENSG00000117013","tan","ENSG00000117013","KCNQ4","9132",524.768343688496,13.5315779564088,511.236765732088,-497.705187775679
"ENSG00000117016","purple","ENSG00000117016","RIMS3","9783",555.916632918181,20.4312924320908,535.48534048609,-515.054048053999
"ENSG00000117020","turquoise","ENSG00000117020","AKT3","10000",872.786050912624,435.699246910305,437.086804002319,-1.38755709201348
"ENSG00000117036","pink","ENSG00000117036","ETV3","2117",645.824532032437,64.3964902440874,581.42804178835,-517.031551544262
"ENSG00000117054","turquoise","ENSG00000117054","ACADM","34",923.409142729788,479.17218028641,444.236962443378,34.9352178430318
"ENSG00000117069","magenta","ENSG00000117069","ST6GALNAC5","81849",684.145756017633,32.6459956958049,651.499760321828,-618.853764626023
"ENSG00000117090","yellow","ENSG00000117090","SLAMF1","6504",974.778840021537,536.225093103834,438.553746917703,97.6713461861315
"ENSG00000117091","yellow","ENSG00000117091","CD48","962",1077.51434854951,623.841705977702,453.672642571806,170.169063405897
"ENSG00000117114","magenta","ENSG00000117114","ADGRL2","23266",657.002547550363,42.0678774946242,614.934670055738,-572.866792561114
"ENSG00000117115","yellow","ENSG00000117115","PADI2","11240",623.441138003995,180.924514983301,442.516623020695,-261.592108037394
"ENSG00000117118","cyan","ENSG00000117118","SDHB","6390",598.4177085506,18.19548974875,580.22221880185,-562.0267290531
"ENSG00000117122","grey","ENSG00000117122","MFAP2","4237",556.161670706667,NA,NA,NA
"ENSG00000117133","turquoise","ENSG00000117133","RPF1","80135",644.058125329258,250.150364486144,393.907760843114,-143.75739635697
"ENSG00000117139","pink","ENSG00000117139","KDM5B","10765",600.352493542978,52.1117362787943,548.240757264184,-496.12902098539
"ENSG00000117143","turquoise","ENSG00000117143","UAP1","6675",638.55813776445,245.453389210363,393.104748554087,-147.651359343724
"ENSG00000117148","grey","ENSG00000117148","ACTL8","81569",530.219557284233,NA,NA,NA
"ENSG00000117151","turquoise","ENSG00000117151","CTBS","1486",774.614704528103,322.732364775023,451.88233975308,-129.149974978058
"ENSG00000117152","magenta","ENSG00000117152","RGS4","5999",680.749980787302,47.9114784231174,632.838502364185,-584.927023941067
"ENSG00000117153","pink","ENSG00000117153","KLHL12","59349",627.371009735204,56.7636686731272,570.607341062076,-513.843672388949
"ENSG00000117154","grey","ENSG00000117154","IGSF21","84966",579.001687052621,NA,NA,NA
"ENSG00000117155","turquoise","ENSG00000117155","SSX2IP","117178",938.99002578377,448.773670559174,490.216355224596,-41.4426846654213
"ENSG00000117174","turquoise","ENSG00000117174","ZNHIT6","54680",901.243021131335,471.824441379938,429.418579751397,42.4058616285411
"ENSG00000117215","yellow","ENSG00000117215","PLA2G2D","26279",1021.16216216384,621.060157793962,400.102004369874,220.958153424088
"ENSG00000117222","pink","ENSG00000117222","RBBP5","5929",671.235041756434,65.8127957346345,605.422246021799,-539.609450287165
"ENSG00000117226","yellow","ENSG00000117226","GBP3","2635",821.405877002076,244.595736982752,576.810140019324,-332.214403036572
"ENSG00000117228","yellow","ENSG00000117228","GBP1","2633",943.063999094004,467.82520794707,475.238791146934,-7.41358319986375
"ENSG00000117242","grey","ENSG00000117242","PINK1-AS","100861548",529.793171509739,NA,NA,NA
"ENSG00000117245","grey","ENSG00000117245","KIF17","57576",559.780773394453,NA,NA,NA
"ENSG00000117262","grey","ENSG00000117262","GPR89A","653519",572.798470066884,NA,NA,NA
"ENSG00000117266","grey","ENSG00000117266","CDK18","5129",529.437422494363,NA,NA,NA
"ENSG00000117280","turquoise","ENSG00000117280","RAB29","8934",694.157563163834,282.81216012238,411.345403041455,-128.533242919075
"ENSG00000117281","blue","ENSG00000117281","CD160","11126",759.852108515672,161.358472489104,598.493636026567,-437.135163537463
"ENSG00000117298","midnightblue","ENSG00000117298","ECE1","1889",670.764190498133,19.9500381108344,650.814152387299,-630.864114276464
"ENSG00000117305","brown","ENSG00000117305","HMGCL","3155",636.172338013616,216.382721578366,419.78961643525,-203.406894856884
"ENSG00000117308","brown","ENSG00000117308","GALE","2582",715.251067169854,278.091874074661,437.159193095193,-159.067319020533
"ENSG00000117318","black","ENSG00000117318","ID3","3399",739.620462347045,70.5439285969357,669.07653375011,-598.532605153174
"ENSG00000117322","yellow","ENSG00000117322","CR2","1380",837.31155414574,414.353197983498,422.958356162242,-8.60515817874409
"ENSG00000117335","turquoise","ENSG00000117335","CD46","4179",1159.86986707291,642.979603161958,516.890263910949,126.089339251009
"ENSG00000117360","grey","ENSG00000117360","PRPF3","9129",513.466350923939,NA,NA,NA
"ENSG00000117362","brown","ENSG00000117362","APH1A","51107",741.535731715854,306.042401314551,435.493330401303,-129.450929086752
"ENSG00000117385","midnightblue","ENSG00000117385","P3H1","64175",599.469180433742,14.4348082285345,585.034372205207,-570.599563976673
"ENSG00000117394","red","ENSG00000117394","SLC2A1","6513",593.822593295872,58.9446517120642,534.877941583808,-475.933289871744
"ENSG00000117395","cyan","ENSG00000117395","EBNA1BP2","10969",607.437679628122,23.6204997558985,583.817179872223,-560.196680116325
"ENSG00000117399","cyan","ENSG00000117399","CDC20","991",665.264936774592,50.6925763385516,614.57236043604,-563.879784097488
"ENSG00000117400","red","ENSG00000117400","MPL","4352",560.426560384495,36.8466161775996,523.579944206895,-486.733328029295
"ENSG00000117407","red","ENSG00000117407","ARTN","9048",593.514763192289,52.2000443652693,541.314718827019,-489.11467446175
"ENSG00000117408","brown","ENSG00000117408","IPO13","9670",862.664668141412,418.60232712287,444.062341018543,-25.460013895673
"ENSG00000117410","brown","ENSG00000117410","ATP6V0B","533",822.575244597202,368.679240253766,453.896004343436,-85.2167640896703
"ENSG00000117411","brown","ENSG00000117411","B4GALT2","8704",815.789073534971,366.082080917253,449.706992617719,-83.624911700466
"ENSG00000117419","brown","ENSG00000117419","ERI3","79033",893.221761386777,446.693758894311,446.528002492466,0.165756401844874
"ENSG00000117425","yellow","ENSG00000117425","PTCH2","8643",673.110345318282,140.833105341755,532.277239976527,-391.444134634772
"ENSG00000117448","salmon","ENSG00000117448","AKR1A1","10327",713.03875100117,35.4153610290897,677.62338997208,-642.20802894299
"ENSG00000117450","grey","ENSG00000117450","PRDX1","5052",549.886393785867,NA,NA,NA
"ENSG00000117461","grey","ENSG00000117461","PIK3R3","8503",518.971115674894,NA,NA,NA
"ENSG00000117472","purple","ENSG00000117472","TSPAN1","10103",568.934303876459,15.3321148453143,553.602189031145,-538.270074185831
"ENSG00000117475","turquoise","ENSG00000117475","BLZF1","8548",1108.33996572883,634.805678396645,473.53428733219,161.271391064454
"ENSG00000117477","turquoise","ENSG00000117477","CCDC181","57821",719.378682606043,203.145377047562,516.23330555848,-313.087928510918
"ENSG00000117479","greenyellow","ENSG00000117479","SLC19A2","10560",678.570897315192,46.311171265649,632.259726049543,-585.948554783894
"ENSG00000117480","grey","ENSG00000117480","FAAH","2166",578.761430415833,NA,NA,NA
"ENSG00000117481","pink","ENSG00000117481","NSUN4","387338",590.945637323473,55.1281190070303,535.817518316443,-480.689399309412
"ENSG00000117500","turquoise","ENSG00000117500","TMED5","50999",1192.34640199292,696.126302682256,496.22009931066,199.906203371596
"ENSG00000117501","grey","ENSG00000117501","MROH9","80133",493.073640933742,NA,NA,NA
"ENSG00000117505","turquoise","ENSG00000117505","DR1","1810",1016.02585086293,568.025463812246,448.000387050686,120.025076761561
"ENSG00000117507","yellow","ENSG00000117507","FMO6P","388714",585.19182385059,130.949952627355,454.241871223234,-323.291918595879
"ENSG00000117519","turquoise","ENSG00000117519","CNN3","1266",577.40972276942,177.131056248237,400.278666521183,-223.147610272947
"ENSG00000117523","pink","ENSG00000117523","PRRC2C","23215",655.218636656709,75.3955183759222,579.823118280787,-504.427599904865
"ENSG00000117525","purple","ENSG00000117525","F3","2152",694.088471436807,37.933535354702,656.154936082105,-618.221400727403
"ENSG00000117528","turquoise","ENSG00000117528","ABCD3","5825",1018.46274618578,552.329628661677,466.1331175241,86.1965111375773
"ENSG00000117533","turquoise","ENSG00000117533","VAMP4","8674",994.3333267963,493.816361556636,500.516965239664,-6.70060368302734
"ENSG00000117543","grey","ENSG00000117543","DPH5","51611",553.673844707293,NA,NA,NA
"ENSG00000117560","yellow","ENSG00000117560","FASLG","356",1021.58741063337,605.267825463899,416.319585169467,188.948240294432
"ENSG00000117569","turquoise","ENSG00000117569","PTBP2","58155",1091.19494746722,475.280465904213,615.91448156301,-140.634015658797
"ENSG00000117586","yellow","ENSG00000117586","TNFSF4","7292",679.35344241904,159.355934797352,519.997507621688,-360.641572824336
"ENSG00000117592","grey","ENSG00000117592","PRDX6","9588",554.496178740359,NA,NA,NA
"ENSG00000117593","pink","ENSG00000117593","DARS2","55157",639.858722941603,57.3357483706064,582.522974570997,-525.18722620039
"ENSG00000117594","yellow","ENSG00000117594","HSD11B1","3290",899.030548462778,444.472862502482,454.557685960297,-10.0848234578147
"ENSG00000117595","red","ENSG00000117595","IRF6","3664",625.12165875153,103.256226080368,521.865432671161,-418.609206590793
