"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol","entrez_symbol"
"ENSG00000211752",1.37987095178722,-2.27303671589605,4.75845705381036,2.68801685745963e-06,4.11766872549652e-05,3.9777894636094,"TRBV27","28560"
"ENSG00000113615",0.416786543998884,5.0646759749886,4.75813889865126,2.69203834976228e-06,4.12166207875322e-05,3.42567267290266,"SEC24A","10802"
"ENSG00000233680",-0.807744914132865,-3.9636139018508,-4.75776932573985,2.69671703937387e-06,4.12665691487379e-05,3.98528473719586,"HNRNPA1P27","664721"
"ENSG00000129596",1.37934188460308,-1.10440205312247,4.7572393157608,2.70344048876915e-06,4.13477386250802e-05,3.94401680223596,"CDO1","1036"
"ENSG00000197057",1.2548592312447,-1.11221765469167,4.75671964667911,2.71004843193645e-06,4.14054403294081e-05,3.94010549050422,"DTHD1","401124"
"ENSG00000272540",-0.611875939513141,-3.14564055625024,-4.75671909778652,2.71005541969321e-06,4.14054403294081e-05,3.96621537964595,NA,NA
"ENSG00000286177",0.498010707759653,-0.772630095608972,4.75455836785321,2.73769781217462e-06,4.18058508676728e-05,3.90869031704639,"LOC105372401","105372401"
"ENSG00000171067",-0.438883378089958,6.79490316525218,-4.7543248631842,2.74070126266741e-06,4.18297915081601e-05,3.21984359580307,"C11orf24","53838"
"ENSG00000236377",-0.977574927250846,-3.8753869954016,-4.75406290522187,2.74407447011507e-06,4.18400049025089e-05,3.96522141832239,"MYO1D-DT","102724715"
"ENSG00000247199",0.667675583715927,-1.1249117902158,4.75404986469312,2.7442424961798e-06,4.18400049025089e-05,3.92031597236523,"FBXO38-DT","102546294"
"ENSG00000185551",0.533658122455745,5.78377531700854,4.75299462686561,2.75787203376661e-06,4.20258156777322e-05,3.34037297879325,"NR2F2","7026"
"ENSG00000272990",-0.655215110129594,-0.957781977612724,-4.75265197227286,2.76231179256659e-06,4.20714670090016e-05,3.88357703439107,NA,NA
"ENSG00000235043",-0.580744246391898,0.0376385075543041,-4.75246494862827,2.76473795167448e-06,4.20864184743927e-05,3.8327278355981,NA,NA
"ENSG00000239886",-0.768580213721448,-6.05051839287931,-4.75132752526728,2.77953739622993e-06,4.22896091783579e-05,3.98112324417166,"KRTAP9-2","83899"
"ENSG00000114251",-1.00129452256583,1.60028854051077,-4.75113391544957,2.78206411303018e-06,4.23059603325926e-05,3.68848834808701,"WNT5A","7474"
"ENSG00000196323",0.406974200745427,4.80579989619369,4.75094104104558,2.78458343155156e-06,4.23221819831436e-05,3.41850242636767,"ZBTB44","29068"
"ENSG00000134352",0.57580067568587,6.882589516213,4.75055162222143,2.78967670382357e-06,4.23774871963523e-05,3.23930120048455,"IL6ST","3572"
"ENSG00000170448",0.400536174377327,2.68556873930017,4.74982356291995,2.79922318632395e-06,4.25003474500961e-05,3.64930034955076,"NFXL1","152518"
"ENSG00000244219",-0.845723589379695,-1.83329195925897,-4.74908420310803,2.80895003638505e-06,4.26258168021431e-05,3.89468179429334,"TMEM225B","100289187"
"ENSG00000139044",-0.953996705805125,3.86731347352618,-4.74889703697644,2.81141750942304e-06,4.26410518243362e-05,3.43162970152858,"B4GALNT3","283358"
"ENSG00000237640",-0.829606462595282,-3.95034584494783,-4.74801042951438,2.82313433882292e-06,4.27964839208868e-05,3.94117555949336,NA,NA
"ENSG00000136930",-0.354990049682094,7.25554544303716,-4.74787246808987,2.82496177014128e-06,4.27994335818705e-05,3.1600410656524,"PSMB7","5695"
"ENSG00000102098",1.08678557048386,0.619240095362736,4.747773995929,2.8262668249423e-06,4.27994335818705e-05,3.830453524284,"SCML2","10389"
"ENSG00000211947",2.48925546681711,2.1264196443655,4.7472496532086,2.83322573845815e-06,4.28708650188846e-05,3.78093742780109,"IGHV3-21","28444"
"ENSG00000040933",0.265496368345429,5.11204273184826,4.74719691162849,2.83392662089414e-06,4.28708650188846e-05,3.36238294003726,"INPP4A","3631"
"ENSG00000257275",1.29549265074666,-5.02965101900383,4.74606729655429,2.84897821146035e-06,4.30761957286502e-05,3.95800637747169,NA,NA
"ENSG00000165813",0.590865364314446,3.13301133380853,4.74590735550699,2.8511155622693e-06,4.30861530198539e-05,3.59459888134869,"CCDC186","55088"
"ENSG00000286848",0.877777971266585,-5.39042262524874,4.74559367205966,2.85531191366972e-06,4.31271995420845e-05,3.95707219083078,NA,NA
"ENSG00000109099",-0.508811793980544,7.39270128274025,-4.74527143803894,2.85962884426125e-06,4.31700238375107e-05,3.13319722801188,"PMP22","5376"
"ENSG00000268601",-1.04690051040624,-2.43064920530313,-4.74487699001525,2.86492177290442e-06,4.32275301788417e-05,3.88972357041865,NA,NA
"ENSG00000272189",-1.05716400997852,-4.15307900580798,-4.74474638863877,2.86667633455829e-06,4.32316157783077e-05,3.92768459268594,NA,NA
"ENSG00000136111",0.785770023453529,5.56212343632701,4.74455875322299,2.86919893016562e-06,4.32472736830343e-05,3.33640578978352,"TBC1D4","9882"
"ENSG00000146463",0.360789461917272,5.94889370594884,4.74420775993978,2.87392347092512e-06,4.32876658196032e-05,3.27741589464687,"ZMYM4","9202"
"ENSG00000075914",-0.27550430369148,4.45082992517746,-4.74411206862773,2.87521282163965e-06,4.32876658196032e-05,3.38351722516292,"EXOSC7","23016"
"ENSG00000007541",-0.399297670729982,5.38641756416354,-4.74402875562974,2.87633583974299e-06,4.32876658196032e-05,3.28799614247598,"PIGQ","9091"
"ENSG00000157654",0.540195155515905,6.27042854102158,4.74375237817549,2.88006429683471e-06,4.33214008015364e-05,3.25651566689214,"PALM2AKAP2","445815"
"ENSG00000185127",0.41160881598207,4.0931697379635,4.74360230809159,2.88209075933806e-06,4.33295130877573e-05,3.46376574728302,"C6orf120","387263"
"ENSG00000135722",-0.417518967167373,1.70790222686431,-4.74194125909709,2.9046125338781e-06,4.36455857591916e-05,3.66505993360748,"FBXL8","55336"
"ENSG00000179913",-1.21192381942492,-1.99784935002118,-4.74049771485698,2.92432275820119e-06,4.39191071561597e-05,3.85480966975595,"B3GNT3","10331"
"ENSG00000279765",0.7415975383297,-3.4749205630608,4.7385523333136,2.95108891020472e-06,4.42982619720375e-05,3.90498268331643,NA,NA
"ENSG00000124019",0.657614254588176,-0.579409051665109,4.73740466757156,2.96698989662494e-06,4.45140152564698e-05,3.82745417101384,"FAM124B","79843"
"ENSG00000271856",1.46394248615901,-2.49563082986741,4.73695220131247,2.9732814919262e-06,4.45854501022963e-05,3.88677402001464,"LINC01215","101929623"
"ENSG00000071462",-0.342414302858509,6.97376143675233,-4.73359335634345,3.02038988225817e-06,4.52685594698941e-05,3.11698617350919,"BUD23","114049"
"ENSG00000166501",1.23570655091482,2.97825499101712,4.73319306048404,3.02605179198731e-06,4.53134936228522e-05,3.5902065869806,"PRKCB","5579"
"ENSG00000033170",0.505973004788308,4.85545176043451,4.73316151315079,3.02649844144942e-06,4.53134936228522e-05,3.34054651078524,"FUT8","2530"
"ENSG00000060971",-0.284508189425987,5.18763671700548,-4.73220659005158,3.04004839035489e-06,4.54929891635234e-05,3.25870632302635,"ACAA1","30"
"ENSG00000164896",-0.434838287895086,6.65146931689676,-4.73195584750876,3.0436159892005e-06,4.55229956167073e-05,3.12964970726342,"FASTK","10922"
"ENSG00000264781",1.0115180110978,-5.32253250938899,4.73077887587839,3.06041603421085e-06,4.57507858249191e-05,3.89090801143816,"MIR4537","100616422"
"ENSG00000279433",-0.926262033430727,-4.07248824941147,-4.72909800928908,3.08456352350881e-06,4.60881245235654e-05,3.85790302711782,NA,NA
"ENSG00000162496",0.842231818291243,4.50641435933017,4.7270769134874,3.11384169405322e-06,4.65017383895103e-05,3.37026441904626,"DHRS3","9249"
"ENSG00000167916",-1.0705453352697,-5.52524055926685,-4.72623614455588,3.12609994420032e-06,4.6660885232695e-05,3.8630911045132,"KRT24","192666"
"ENSG00000215105",0.851563572748936,0.900478170790391,4.72511401070071,3.14253283437444e-06,4.68671101856162e-05,3.70548969514233,NA,NA
"ENSG00000105383",0.836239157085101,1.53594236432559,4.72507311100625,3.1431333505867e-06,4.68671101856162e-05,3.66059287277552,"CD33","945"
"ENSG00000237984",0.574236840809845,-0.114416755591921,4.72231925962055,3.18382231979924e-06,4.74481245377729e-05,3.7398897376181,"PTENP1","11191"
"ENSG00000177076",0.564553782301693,0.20854810737293,4.72221612501123,3.18535597185213e-06,4.74481245377729e-05,3.72360987527199,"ACER2","340485"
"ENSG00000001626",-1.06841261103931,-2.8780362794034,-4.72161563634862,3.19429960712402e-06,4.75570328835797e-05,3.79718168037402,"CFTR","1080"
"ENSG00000114473",0.493920737951288,2.88719678762317,4.72136481652558,3.19804245203611e-06,4.75884396744249e-05,3.50581939336918,"IQCG","84223"
"ENSG00000046889",0.785273937823634,0.901581479948768,4.72104999771733,3.20274629311672e-06,4.76341071956349e-05,3.68447724377261,"PREX2","80243"
"ENSG00000163519",1.41696892427294,-0.963150085423798,4.72023590548986,3.21494088702596e-06,4.77910804512185e-05,3.77492608391724,"TRAT1","50852"
"ENSG00000100949",-0.372911783838592,5.06335058992708,-4.71995274208295,3.21919296503943e-06,4.78298858895404e-05,3.20991422772901,"RABGGTA","5875"
"ENSG00000229108",1.31231919705214,-3.68388704879102,4.71649543627721,3.27154754519529e-06,4.85829812827777e-05,3.81290868434657,"LINC02587","101927524"
"ENSG00000233806",0.818914407876674,-2.48125433617254,4.71625587132558,3.27520552112915e-06,4.86125257583387e-05,3.78773306183111,"LINC01237","101927289"
"ENSG00000281649",0.443080538163291,5.07974221453534,4.71613145450136,3.27710682490819e-06,4.86159798627928e-05,3.23691239210807,"EBLN3P","100506710"
"ENSG00000169020",-0.432097759705295,2.7166270026457,-4.71439587422085,3.30374051249225e-06,4.89861494004958e-05,3.43575622876426,"ATP5ME","521"
"ENSG00000135587",-0.540694935235928,3.58179704581897,-4.71369542706975,3.31454826198784e-06,4.90996153726832e-05,3.32552783372225,"SMPD2","6610"
"ENSG00000168539",-1.73836179530887,-1.02909484417342,-4.71368151299002,3.31476329757235e-06,4.90996153726832e-05,3.68263253578233,"CHRM1","1128"
"ENSG00000106560",0.887156473828512,2.49537668456741,4.7134587792112,3.31820737212398e-06,4.91249856895451e-05,3.53097255073004,"GIMAP2","26157"
"ENSG00000101343",0.303344206548933,5.17881721247379,4.71335274324251,3.31984818858849e-06,4.91249856895451e-05,3.20606491754036,"CRNKL1","51340"
"ENSG00000160685",-0.412400302550805,5.55305871858446,-4.71268018359123,3.33027367628816e-06,4.92542405240263e-05,3.13230548335279,"ZBTB7B","51043"
"ENSG00000111647",0.509033059609592,3.80588570318855,4.71236179591699,3.33522005241447e-06,4.93023700898773e-05,3.3629123409687,"BLTP3B","23074"
"ENSG00000185245",1.0646210039759,0.246544919454458,4.71097487281778,3.3568494843306e-06,4.95969404540853e-05,3.68383891779082,"GP1BA","2811"
"ENSG00000121900",-0.80959468905164,4.01368127833701,-4.71076528863103,3.36012972387081e-06,4.96202430991891e-05,3.25062506134046,"TMEM54","113452"
"ENSG00000171596",0.992754274679393,-1.21015323163922,4.71058733568387,3.36291731867981e-06,4.96362507583866e-05,3.73313615620305,"NMUR1","10316"
"ENSG00000068366",0.530668079473253,5.69459150448415,4.71041101494496,3.36568154037219e-06,4.96518973976122e-05,3.15768584886506,"ACSL4","2182"
"ENSG00000138615",1.72852287959426,1.77957409009055,4.71025957718189,3.36805741125998e-06,4.96618019911289e-05,3.61139083703229,"CILP","8483"
"ENSG00000113595",0.477908510683428,3.58824734175491,4.70932748162466,3.38271641592502e-06,4.98527190158782e-05,3.37318001100211,"TRIM23","373"
"ENSG00000163946",0.411395802667515,5.90188294318311,4.70799227512622,3.40382213985738e-06,5.0138403370518e-05,3.12175304250093,"TASOR","23272"
"ENSG00000054179",-1.3397534438387,-2.07814376666008,-4.70764956398873,3.40925980891658e-06,5.01931247057066e-05,3.70861967020648,"ENTPD2","954"
"ENSG00000162739",1.37616857634138,1.59916386947819,4.70735082264195,3.41400664475019e-06,5.02376250512331e-05,3.59759499515894,"SLAMF6","114836"
"ENSG00000160214",-0.356520643510942,5.82208671121347,-4.70669954473168,3.42437715051214e-06,5.03647918512477e-05,3.08533673533894,"RRP1","8568"
"ENSG00000125037",-0.291832574266748,6.0940501704329,-4.7062385413531,3.43173617132323e-06,5.04382655875988e-05,3.06419494516949,"EMC3","55831"
"ENSG00000273415",0.981186339880185,-4.83179575201294,4.70616978703095,3.43283500343933e-06,5.04382655875988e-05,3.77748441628513,"LINC02725","105369563"
"ENSG00000225972",-0.916047384478447,-1.31244221334451,-4.70447450661909,3.46003633816051e-06,5.07900370535483e-05,3.67634310052338,"MTND1P23","100887749"
"ENSG00000168528",-0.797970515371822,4.87818595664567,-4.70443736152274,3.46063465945254e-06,5.07900370535483e-05,3.13763786576726,"SERINC2","347735"
"ENSG00000273321",-0.981696916084414,-1.10423018244291,-4.70435223458383,3.46200623243915e-06,5.07900370535483e-05,3.66623259587939,NA,NA
"ENSG00000187531",-0.33349374603841,4.41388069828546,-4.70414809102821,3.46529754376031e-06,5.08127374106696e-05,3.20513495669792,"SIRT7","51547"
"ENSG00000216863",1.05625154703805,-4.15281158171729,4.70398423610367,3.46794147842901e-06,5.08259270198731e-05,3.76155996124263,"LY86-AS1","285780"
"ENSG00000284526",-0.773688922136789,0.40659940908517,-4.70279247576295,3.4872300061195e-06,5.1082922804574e-05,3.58045063859071,"LOC122455342","122455342"
"ENSG00000235532",1.29868608367576,-4.01408472479683,4.70224836374308,3.49607069494524e-06,5.11866913406655e-05,3.75345331457206,"LINC00402","100507612"
"ENSG00000169432",1.53349260162656,-0.38493872562319,4.70129345525884,3.51163813588843e-06,5.13887939363362e-05,3.67387997284075,"SCN9A","6335"
"ENSG00000213465",-0.480383442080016,5.5991241076013,-4.7003464775798,3.52714214761062e-06,5.1589765869871e-05,3.06980703955305,"ARL2","402"
"ENSG00000232788",0.838744910314762,-3.27680843226008,4.70014264977634,3.53048784023891e-06,5.1612791627296e-05,3.73166632460476,"ITGA6-AS1","101929947"
"ENSG00000164129",1.24373217917268,-5.00519143252327,4.69927197523356,3.54481377601193e-06,5.17844862881789e-05,3.74933673006731,"NPY5R","4889"
"ENSG00000132549",0.38390663529744,5.16846758843391,4.69921294912256,3.54578700387551e-06,5.17844862881789e-05,3.149015640074,"VPS13B","157680"
"ENSG00000138768",0.438674035780478,6.24039161324273,4.69901535580003,3.54904681176224e-06,5.18061262061646e-05,3.05399279935559,"USO1","8615"
"ENSG00000186204",-1.24574725246056,-3.51808757558393,-4.69836179518011,3.55984952390894e-06,5.19377945561397e-05,3.70620285381153,"CYP4F12","66002"
"ENSG00000171940",0.387931695758088,5.46234476412051,4.69825088511453,3.56168589526938e-06,5.19385787009853e-05,3.11640612829598,"ZNF217","7764"
"ENSG00000101966",0.362964313139922,5.51386225943837,4.6962892067316,3.59431702819297e-06,5.23882045689997e-05,3.10137300969418,"XIAP","331"
"ENSG00000258810",0.8320502038203,-2.73400745055071,4.69592613084819,3.60038800292475e-06,5.24504524266078e-05,3.70280859639017,NA,NA
"ENSG00000183918",1.38440311944796,0.550601269251798,4.69567363275239,3.6046158270309e-06,5.24858004679521e-05,3.60844423199776,"SH2D1A","4068"
"ENSG00000248441",0.777300174337034,-1.26607912284847,4.69525710158596,3.61160065992706e-06,5.25612371766408e-05,3.6634079577381,"LETR1","400456"
"ENSG00000155893",0.514487874518704,3.5397242158197,4.69468784657422,3.62116759062691e-06,5.26329406588442e-05,3.31395249979203,"PXYLP1","92370"
"ENSG00000187554",0.668610457611645,1.29123170234843,4.6946656611918,3.62154093259764e-06,5.26329406588442e-05,3.53582252736881,"TLR5","7100"
"ENSG00000126777",0.526462219544136,6.97498110301559,4.69464153725096,3.62194693921549e-06,5.26329406588442e-05,2.97921919207785,"KTN1","3895"
"ENSG00000180353",0.88240004133146,5.03090902519106,4.6943073119104,3.62757646980103e-06,5.26772467494915e-05,3.16832054502913,"HCLS1","3059"
"ENSG00000153292",-1.11498164806735,-4.27687646593532,-4.69424589699844,3.62861182819294e-06,5.26772467494915e-05,3.70444667691513,"ADGRF1","266977"
"ENSG00000169814",-0.432083600951745,5.14619629564733,-4.69274546113716,3.65399531342777e-06,5.30193264203344e-05,3.07982605481928,"BTD","686"
"ENSG00000167515",-0.36511571222345,5.3817636909991,-4.69262338083022,3.65606809466857e-06,5.30229965187972e-05,3.05932801054009,"TRAPPC2L","51693"
"ENSG00000120370",0.515333441624897,3.58061157136589,4.69173219222738,3.67123374732785e-06,5.32164509761911e-05,3.29819655655136,"GORAB","92344"
"ENSG00000257556",-0.731656075205417,-1.78172978438746,-4.69118441310047,3.68058550213056e-06,5.3325479458019e-05,3.63721179631046,NA,NA
"ENSG00000123636",0.513389652807264,4.3214573656884,4.69027875716122,3.69609726709547e-06,5.35236033668457e-05,3.20507579030753,"BAZ2B","29994"
"ENSG00000061918",0.710103764754144,2.52228037767273,4.68975287035665,3.70513332059347e-06,5.36278015046256e-05,3.41241354309161,"GUCY1B1","2983"
"ENSG00000104043",0.797965414033966,0.659565965843721,4.68906687349268,3.71695241521474e-06,5.37721576810808e-05,3.55764911769123,"ATP8B4","79895"
"ENSG00000260352",-0.713527612060521,-3.48099736561353,-4.68830520676383,3.73011772598059e-06,5.39358362601343e-05,3.66750431499425,NA,NA
"ENSG00000145569",0.935708981557933,2.01636326583832,4.68802475313246,3.73497662195731e-06,5.3979304988764e-05,3.46179742983103,"OTULINL","54491"
"ENSG00000243989",-0.538654383923304,-2.58069594599286,-4.68755704317908,3.74309330617289e-06,5.40697900687424e-05,3.64566080628353,"ACY1","95"
"ENSG00000248527",-0.78266998368179,8.3359670400742,-4.68572470030178,3.77505573549415e-06,5.45044717092951e-05,2.79076908250174,"MTATP6P1","106480796"
"ENSG00000182165",-0.465348505954596,1.8821919404147,-4.68557350020673,3.77770488587088e-06,5.451570557441e-05,3.39389721120298,"TP53TG1","11257"
"ENSG00000211798",0.88871599119937,-5.04548648331486,4.68433283546794,3.79951000353751e-06,5.48032294371628e-05,3.68218858172733,"TRAV18","28665"
"ENSG00000232803",-1.24992580126035,2.34788256913344,-4.68404182760704,3.80464207181476e-06,5.48500996558114e-05,3.29152768725629,"SLCO4A1-AS1","100127888"
"ENSG00000162897",1.6187898314545,-3.73822304983931,4.68317775144976,3.81991981137098e-06,5.50431175193397e-05,3.66738016329896,"FCAMR","83953"
"ENSG00000169271",-1.12311820169027,-5.3501329228629,-4.68292860895006,3.82433585269746e-06,5.50795103332641e-05,3.66891579117432,"HSPB3","8988"
"ENSG00000261829",-0.992695861658062,-4.6597605398251,-4.68151967338507,3.84940174729082e-06,5.54131271289848e-05,3.65532075360179,NA,NA
"ENSG00000158315",-0.722188114314429,-1.12209526993634,-4.67973973270822,3.88129407428605e-06,5.58446341473572e-05,3.56365825496661,"RHBDL2","54933"
"ENSG00000211967",1.98538518814927,-0.677339921628903,4.67934269393284,3.88844266231519e-06,5.5919874338211e-05,3.59270885166219,"IGHV3-53","28420"
"ENSG00000167157",-0.922047049968055,1.25317913570937,-4.67895890291037,3.895364764871e-06,5.59868755490288e-05,3.39868686698801,"PRRX2","51450"
"ENSG00000197956",-0.837629964860691,9.3291729564322,-4.67887139111137,3.89694479727589e-06,5.59868755490288e-05,2.69503077107566,"S100A6","6277"
"ENSG00000236882",-0.922142616777645,-2.95221902625145,-4.67855280275688,3.90270214409851e-06,5.60332991555792e-05,3.60971600124931,"LINC01554","202299"
"ENSG00000185633",-0.767699472582383,3.73835708370047,-4.67847980763144,3.90402242194625e-06,5.60332991555792e-05,3.13723398486507,"NDUFA4L2","56901"
"ENSG00000258181",0.969923894093059,-4.20742197241908,4.6770999356551,3.92906142512831e-06,5.63649107250312e-05,3.64278717821361,NA,NA
"ENSG00000241294",2.05614957635481,-1.06852659106465,4.67690962112867,3.93252694960036e-06,5.63868627970256e-05,3.59411088735229,"IGKV2-24","28923"
"ENSG00000126970",0.98785500855888,0.86924235504923,4.67678151780971,3.93486129708188e-06,5.63925817765753e-05,3.49595327457049,"ZC4H2","55906"
"ENSG00000175591",-1.00912042965042,-0.908369244781783,-4.67434219199825,3.97956678532848e-06,5.6996268147914e-05,3.52304976710681,"P2RY2","5029"
"ENSG00000197921",-1.03274977872284,-3.91040381680783,-4.67427003154638,3.98089668042988e-06,5.6996268147914e-05,3.61023952234746,"HES5","388585"
"ENSG00000043591",1.36312932742159,-2.94903225920149,4.67291688880512,4.00591399549388e-06,5.73262820101717e-05,3.60985876520917,"ADRB1","153"
"ENSG00000178502",0.598509648417353,1.85605330381623,4.67212038304978,4.02071066652734e-06,5.7509782022553e-05,3.39018830776229,"KLHL11","55175"
"ENSG00000128052",0.62765163123776,4.3275050629891,4.67163805091388,4.02969648049059e-06,5.76100277995946e-05,3.12852291309954,"KDR","3791"
"ENSG00000237914",1.07092491756365,-4.74114247027188,4.67017121767823,4.05714232536135e-06,5.79739572298814e-05,3.61787268539396,"SIRPG-AS1","101929010"
"ENSG00000109943",1.18158762452178,-0.10756238495833,4.67001738244879,4.06003112310081e-06,5.79867974522869e-05,3.51967276392166,"CRTAM","56253"
"ENSG00000102974",0.223215096825982,6.06481532502707,4.66845957797108,4.08939605177226e-06,5.837758126626e-05,2.92172603803657,"CTCF","10664"
"ENSG00000138468",0.480660073411989,3.6186812181899,4.66815840198888,4.09509679448234e-06,5.84303331067764e-05,3.18639793371091,"SENP7","57337"
"ENSG00000138385",0.381189186355025,5.88969030858537,4.66796351916359,4.09878966284456e-06,5.84543982460299e-05,2.94277006210324,"SSB","6741"
"ENSG00000287259",-1.10044328027757,-3.86736703442952,-4.6670361947414,4.11640561655709e-06,5.86769051095926e-05,3.5769439296911,"LOC124904530","124904530"
"ENSG00000242258",1.06016605689966,-1.96959958538263,4.66631926216844,4.13007473811931e-06,5.88429621368431e-05,3.5577014512909,"LINC00996","285972"
"ENSG00000138684",1.26069605850451,-4.06845537811235,4.66598290105108,4.1365028737772e-06,5.89057418037011e-05,3.59361602909398,"IL21","59067"
"ENSG00000074071",-0.345614473642706,5.87250601723991,-4.66578893659057,4.14021406594086e-06,5.89297884832697e-05,2.89937310784274,"MRPS34","65993"
"ENSG00000162607",0.487387917350193,5.33225649962284,4.6651991066532,4.15151917994475e-06,5.90618470834328e-05,2.98779592287734,"USP1","7398"
"ENSG00000211942",1.89780845933678,-2.12753045993665,4.66461860394262,4.16267450487666e-06,5.9191646839476e-05,3.56284649091667,"IGHV3-13","28449"
"ENSG00000152818",0.5860001726958,6.20534377420703,4.6644970305992,4.16501438683098e-06,5.9196028865711e-05,2.91054612735913,"UTRN","7402"
"ENSG00000273027",-0.67311799863343,-2.03698215098927,-4.66420164035667,4.17070493674803e-06,5.92480053813216e-05,3.52626386476778,NA,NA
"ENSG00000250929",-0.868071634209034,-4.73923454971915,-4.66397356539434,4.17510380495465e-06,5.92768545125812e-05,3.58002661666033,NA,NA
"ENSG00000151414",0.561769590355136,5.63530574889468,4.66388543736885,4.17680471973947e-06,5.92768545125812e-05,2.95745972195922,"NEK7","140609"
"ENSG00000274008",0.77842193039793,-5.18833309551393,4.6621010935154,4.21138712793096e-06,5.9738546913046e-05,3.58487358292004,NA,NA
"ENSG00000160446",-0.497803104586414,4.91361763774556,-4.66045367410189,4.24356014372278e-06,6.01371769797648e-05,2.95315680042682,"ZDHHC12","84885"
"ENSG00000162302",-0.416467894546583,6.01222282057714,-4.66045075423332,4.2436173761119e-06,6.01371769797648e-05,2.86096078058347,"RPS6KA4","8986"
"ENSG00000174953",0.395834534712,5.8128419339796,4.66024508398734,4.24765058987803e-06,6.01650693177862e-05,2.91670711767318,"DHX36","170506"
"ENSG00000244575",2.05768332522113,-0.507410892888833,4.65944221876658,4.26343016503589e-06,6.03592328904206e-05,3.50073755840648,"IGKV1-27","28935"
"ENSG00000101850",-1.69606271833757,5.92266739725279,-4.65894821374503,4.27316737455688e-06,6.04455691551415e-05,2.81303593981891,"GPR143","4935"
"ENSG00000108826",-0.332480343897919,5.31363391055989,-4.65892235464309,4.27367766541706e-06,6.04455691551415e-05,2.91742775599839,"MRPL27","51264"
"ENSG00000151461",0.363109066218622,5.10162949907503,4.65832078372725,4.28556532271841e-06,6.05842946349944e-05,2.97212412693763,"UPF2","26019"
"ENSG00000242147",-1.08178436318037,-3.98525385813507,-4.65815637647726,4.28881970679175e-06,6.06008976610497e-05,3.54026765878927,"LINC02677","102723629"
"ENSG00000012660",0.358290333669995,6.68587503043525,4.6577469064602,4.29693535581961e-06,6.06861408275134e-05,2.83014685907492,"ELOVL5","60481"
"ENSG00000279799",-0.613901768733645,-2.49348484284781,-4.65712140271467,4.30936128453478e-06,6.08321465049444e-05,3.5079568393781,NA,NA
"ENSG00000179639",-1.14097384031144,-1.63102689465804,-4.65683051245347,4.31515172155292e-06,6.08843876799835e-05,3.47255416259112,"FCER1A","2205"
"ENSG00000171522",0.843762201870955,2.19296468145634,4.65611955653458,4.32933545557865e-06,6.10549457084895e-05,3.30160303173985,"PTGER4","5734"
"ENSG00000186517",0.891281825884241,4.36580765859631,4.65556954938468,4.34033896907031e-06,6.11805109834701e-05,3.07026779614931,"ARHGAP30","257106"
"ENSG00000163507",0.631520071441119,3.23110909396492,4.65476591891175,4.35646486731072e-06,6.13781239719368e-05,3.18155456073837,"CIP2A","57650"
"ENSG00000249978",0.899537027066675,-3.53921551786003,4.65423109430736,4.36722873456083e-06,6.15000369309639e-05,3.53342901358208,"TRGV7","6981"
"ENSG00000232021",-0.959026144170317,1.19986986339592,-4.65375998871239,4.37673137432806e-06,6.16040798659045e-05,3.29241471978562,"LEF1-AS1","641518"
"ENSG00000065534",0.691353975186161,5.04836195698981,4.65324376283939,4.38716696050551e-06,6.17211475428723e-05,2.97482745847379,"MYLK","4638"
"ENSG00000058063",0.45421269381626,5.53656358302728,4.6525849286056,4.40052015184986e-06,6.18791289306456e-05,2.91022705832429,"ATP11B","23200"
"ENSG00000181991",-0.279671310990323,4.3736392635263,-4.65239701451251,4.40433593432784e-06,6.19029096876874e-05,2.98262833772364,"MRPS11","64963"
"ENSG00000054282",0.355808119759177,4.16318767720454,4.65131904465633,4.42628673001023e-06,6.21814320952643e-05,3.04065723046183,"SDCCAG8","10806"
"ENSG00000116031",-1.07291370719363,-1.0101084596213,-4.65102892383497,4.43221242708846e-06,6.22346704942889e-05,3.4229365075163,"CD207","50489"
"ENSG00000226004",1.15326106512191,-4.0098181163995,4.65017887657613,4.44961852861676e-06,6.24203226812758e-05,3.52296760595303,"SIMALR","105378020"
"ENSG00000127081",0.474169780326123,1.80826087329157,4.65017398353351,4.4497189116217e-06,6.24203226812758e-05,3.29138858245187,"ZNF484","83744"
"ENSG00000154845",-0.314816043155389,5.86654702363778,-4.6499699467245,4.45390675898537e-06,6.2449002564869e-05,2.83156253147076,"PPP4R1","9989"
"ENSG00000115524",0.294585505483834,8.03211016634662,4.64934323339211,4.46679373455194e-06,6.25995681817726e-05,2.69018596788824,"SF3B1","23451"
"ENSG00000275052",0.403994388470873,6.18815010273602,4.64903456150391,4.47315405969541e-06,6.2658565713118e-05,2.83440234956057,"PPP4R3B","57223"
"ENSG00000084676",0.309144027546616,5.47184843301317,4.64884093071593,4.47714835383918e-06,6.26842452011994e-05,2.89120490200842,"NCOA1","8648"
"ENSG00000204673",-0.348082501333398,6.19184286092769,-4.6486598341834,4.48088718955614e-06,6.26842452011994e-05,2.79742752134577,"AKT1S1","84335"
"ENSG00000132793",-0.675610524933715,3.7553344484818,-4.64863299229703,4.48144161017635e-06,6.26842452011994e-05,3.01064798718645,"LPIN3","64900"
"ENSG00000148341",-0.331688442495321,5.61856517335445,-4.64792442480379,4.49610098347636e-06,6.28591162449939e-05,2.84231894862239,"SH3GLB2","56904"
