"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol","entrez_symbol"
"ENSG00000172262",0.146006295441508,4.75728988778788,1.83181123283441,0.067687853624377,0.145353280011781,-5.9101324027259,"ZNF131","7690"
"ENSG00000145743",0.178087798865151,4.28454291417561,1.83173472610457,0.0676992806847163,0.1453634358257,-5.85582936574137,"FBXL17","64839"
"ENSG00000088451",0.242001720241976,4.27323458111693,1.83171276405222,0.0677025612354045,0.1453634358257,-5.8481884946982,"TGDS","23483"
"ENSG00000163875",0.0916026291475314,5.77298358683768,1.83165150182351,0.0677117128883209,0.145372372464381,-6.01522930032388,"MEAF6","64769"
"ENSG00000164845",-0.237358094322144,-0.940183249153301,-1.83159936608403,0.0677195019857822,0.145378382689195,-5.38895676634659,NA,NA
"ENSG00000186815",-0.145271167719367,6.19243094661537,-1.83143523024023,0.0677440287677512,0.14542032138637,-6.06321364339919,"TPCN1","53373"
"ENSG00000165895",0.273115601799193,4.51263555495689,1.83134821411658,0.067757034541552,0.145437524561858,-5.87595144264019,"ARHGAP42","143872"
"ENSG00000176225",-0.24078004277109,4.79663569021952,-1.8312178502835,0.0677765230925687,0.145468639176801,-5.9378881436135,"RTTN","25914"
"ENSG00000282870",0.324181671703772,-0.347318252008522,1.83108810118216,0.0677959243395563,0.145499561841287,-5.40328610841347,NA,NA
"ENSG00000143793",-0.129178786698163,4.4156558232139,-1.8308669953761,0.0678289966215507,0.145559817748067,-5.89348378129923,"C1orf35","79169"
"ENSG00000152782",0.192113867486668,2.29136749766505,1.83049413346999,0.0678847982482872,0.145668837955671,-5.61998259519296,"PANK1","53354"
"ENSG00000064692",0.405312742907412,-1.25163369037996,1.83017328269168,0.0679328463408775,0.145754017548871,-5.36635735095974,"SNCAIP","9627"
"ENSG00000154162",0.598613082185494,-4.07190135499521,1.83016225110394,0.0679344988438245,0.145754017548871,-5.29244145076447,"CDH12","1010"
"ENSG00000141194",0.323533211027913,-5.10887434795387,1.83006422994005,0.0679491836146301,0.14577118604042,-5.28174957180053,"OR4D1","26689"
"ENSG00000070476",0.0975144347782342,4.7949023061683,1.83001305441094,0.0679568513765536,0.14577118604042,-5.92170887518082,"ZXDC","79364"
"ENSG00000170409",0.279749453547402,-5.0688884872827,1.83000865692815,0.067957510296095,0.14577118604042,-5.28251372634452,NA,NA
"ENSG00000105953",-0.147939652422895,7.55920140177604,-1.82989660618058,0.0679743017775951,0.145785222007068,-6.17281094288637,"OGDH","4967"
"ENSG00000227110",0.237464759497919,-0.713328478590301,1.82987067246071,0.0679781885901531,0.145785222007068,-5.39078469428691,"LMCD1-AS1","100288428"
"ENSG00000234937",-0.277921977096635,-3.52109416513942,-1.82986482768715,0.0679790646000833,0.145785222007068,-5.31183692428318,NA,NA
"ENSG00000270681",-0.239166152535223,-1.65260460650119,-1.82958942451643,0.0680203523682922,0.145863029852253,-5.36523804054583,NA,NA
"ENSG00000146112",0.170001806809879,7.29331508611927,1.82955220116506,0.0680259343892034,0.145864264377674,-6.14092686783854,"PPP1R18","170954"
"ENSG00000187391",0.223685169277892,3.31007585285908,1.82930432660023,0.0680631153482247,0.145933249597901,-5.73853856362066,"MAGI2","9863"
"ENSG00000108654",0.111347621963938,8.99830207769189,1.82908594928563,0.0680958856413109,0.145992768509583,-6.26501222145537,"DDX5","1655"
"ENSG00000140807",-0.419948468751159,2.25186320644129,-1.82890271892181,0.0681233917323046,0.146040993415674,-5.65534607791789,"NKD1","85407"
"ENSG00000189241",0.134747774138124,5.4120118292484,1.82860601974493,0.0681679509252133,0.146119805190043,-5.98479009874525,"TSPYL1","7259"
"ENSG00000162444",0.323494897028697,1.99769491990882,1.82856164804489,0.0681746168701975,0.146119805190043,-5.58671947111055,"RBP7","116362"
"ENSG00000185896",-0.155865379544263,8.41337570634334,-1.82855776558565,0.0681752001562826,0.146119805190043,-6.23629675364128,"LAMP1","3916"
"ENSG00000125122",-0.187003516087649,1.79045994095929,-1.82839294795477,0.068199965536031,0.146162132832497,-5.59470049791555,"FBXL9P","26231"
"ENSG00000157326",-0.169619936333075,2.63125828694952,-1.82833966627701,0.0682079731905754,0.146168542724375,-5.68613095431428,"DHRS4","10901"
"ENSG00000202461",0.267990187159849,-4.27648677669391,1.82816909869894,0.0682336128528498,0.146200435855648,-5.29540645100348,NA,NA
"ENSG00000185710",-0.374187891188819,-5.00896576496007,-1.82816691944264,0.0682339404893858,0.146200435855648,-5.29041099259893,"SMG1P4","100507526"
"ENSG00000167491",-0.131114129323097,7.3995311907579,-1.82814052138493,0.06823790936302,0.146200435855648,-6.16381492766293,"GATAD2A","54815"
"ENSG00000237181",0.385512122411495,0.954298415917381,1.8280330241657,0.0682540732344123,0.146207972207437,-5.49246946520869,"PRKAR1B-AS1","101926963"
"ENSG00000150477",0.134258753077064,2.15768539631274,1.82802252589659,0.0682556519810448,0.146207972207437,-5.61327620373942,"KIAA1328","57536"
"ENSG00000138685",0.485742903182172,1.87802676275538,1.82801701148569,0.0682564812591145,0.146207972207437,-5.56638439870839,"FGF2","2247"
"ENSG00000263326",0.297231621017087,-3.08435476334728,1.82795927481652,0.0682651644180675,0.146215822280733,-5.31841646619067,NA,NA
"ENSG00000226953",-0.509022934429279,-2.56124155983908,-1.82762719972994,0.068315123700637,0.146312073224181,-5.34487547944804,"NCKAP5-AS2","101928161"
"ENSG00000149554",0.17399812146467,3.88854504384906,1.82719306725712,0.0683804825756737,0.146441289255776,-5.81828742687026,"CHEK1","1111"
"ENSG00000201217",0.303824067850983,-4.78249699032807,1.82673295247269,0.0684498094043522,0.146578983301867,-5.29140095898298,NA,NA
"ENSG00000004866",-0.189055912615,5.34420983114752,-1.82652215728568,0.0684815898877285,0.14663626096633,-5.9993106442043,"ST7","7982"
"ENSG00000230185",-0.215708423225622,-1.72554179302774,-1.82633160317279,0.0685103292046102,0.146687018790823,-5.36823497292064,NA,NA
"ENSG00000255026",0.34032543788984,-0.610393114985809,1.82625613908406,0.0685217134267731,0.14670061300628,-5.39972655370215,NA,NA
"ENSG00000230838",0.468126819445922,-2.0393298540247,1.82605223607891,0.068552481254325,0.146747226264992,-5.34748664961559,"LINC01614","105373869"
"ENSG00000173039",-0.126276009328233,6.7852850458265,-1.82604509468581,0.0685535590572762,0.146747226264992,-6.12032719312503,"RELA","5970"
"ENSG00000215784",0.229641283753308,-1.05326629195926,1.82582884994873,0.0685862020571534,0.146806316715929,-5.38444069798816,"FAM72D","728833"
"ENSG00000136104",0.14769908889628,4.54068399509607,1.82574809118655,0.0685983961999318,0.146821039726633,-5.89868395151836,"RNASEH2B","79621"
"ENSG00000175701",-0.186248526292863,3.56200248572491,-1.82568415912483,0.0686080508687168,0.146821039726633,-5.80800603913984,"MTLN","205251"
"ENSG00000272969",-0.234851264114966,-3.59510715181233,-1.82568318513508,0.068608197963966,0.146821039726633,-5.31721405688991,NA,NA
"ENSG00000136122",0.152805554602587,2.01530192566425,1.82556870943242,0.0686254882864551,0.14684725519346,-5.60128302193629,"BORA","79866"
"ENSG00000196730",-0.248274018888782,5.81390476109581,-1.82525414634464,0.0686730181617393,0.14693816972611,-6.04565003842935,"DAPK1","1612"
"ENSG00000273998",0.321078012164401,-2.64903779057465,1.82521682225074,0.0686786595617058,0.146939449624751,-5.33415932260895,NA,NA
"ENSG00000128534",-0.110053433114471,5.50595743732942,-1.82465108710818,0.0687642151677535,0.147111694920895,-6.01367216385123,"LSM8","51691"
"ENSG00000140090",-0.538756696733659,1.52122236584898,-1.82406512939341,0.0688529216588782,0.147288939197171,-5.59432283986717,"SLC24A4","123041"
"ENSG00000204316",-0.182931588595648,0.138756412970084,-1.82403705152199,0.0688571746569422,0.147288939197171,-5.46085470318743,"MRPL38","64978"
"ENSG00000155749",0.266873767140116,-0.476109343508183,1.82395787215197,0.068869169243847,0.14729607544869,-5.41145369405472,"FLACC1","130540"
"ENSG00000132535",0.246277104773939,3.81271952221665,1.82393680239439,0.0688723613129123,0.14729607544869,-5.81008564694857,"DLG4","1742"
"ENSG00000233435",0.326123291042697,-2.23139000552553,1.82391491597936,0.0688756772347939,0.14729607544869,-5.34792889478201,NA,NA
"ENSG00000279092",-0.371047706679028,-3.19486892751291,-1.82384895454233,0.0688856715805634,0.147306636856609,-5.33204137580681,NA,NA
"ENSG00000262879",0.152778209759675,3.37663787543406,1.82352670255835,0.0689345157540102,0.147400267944286,-5.76185128946307,NA,NA
"ENSG00000270604",-0.308563792695232,-4.15638482945439,-1.82339099946821,0.0689550929997898,0.147427939536814,-5.31071200379031,"HCG17","414778"
"ENSG00000157851",0.640176777063346,-3.35231110825476,1.8233746209938,0.068957576881099,0.147427939536814,-5.31670960243329,"DPYSL5","56896"
"ENSG00000214826",-0.190007163230784,1.73476233144492,-1.8222619849723,0.0691264867644457,0.147770213678585,-5.59874235556337,NA,NA
"ENSG00000162951",-0.725407282270978,-3.16344879652162,-1.82225324578126,0.0691278148146319,0.147770213678585,-5.34094020146666,"LRRTM1","347730"
"ENSG00000091972",0.3465285486602,4.25950158882471,1.82192387107656,0.0691778835420002,0.147864715291441,-5.86104086561904,"CD200","4345"
"ENSG00000028528",0.137466901475053,7.33159629569738,1.8218956607968,0.0691821732170828,0.147864715291441,-6.15860514361038,"SNX1","6642"
"ENSG00000234362",-0.38174219865362,-2.2604440557953,-1.82132687133161,0.0692687105359999,0.148038813920406,-5.36321978500476,"LINC01914","101929723"
"ENSG00000132932",0.487408186354191,2.38475702828651,1.82124373084521,0.069281367247482,0.148055003382913,-5.62837619420979,"ATP8A2","51761"
"ENSG00000148143",0.165429923508196,4.95782916306166,1.82110121606486,0.0693030671098829,0.148090514361096,-5.95049184943379,"ZNF462","58499"
"ENSG00000286103",-0.673591731989001,-2.57294960908852,-1.82092724906278,0.0693295636042542,0.148136269079902,-5.35917325249671,NA,NA
"ENSG00000003756",-0.104482628303136,5.89043790837604,-1.82078652747353,0.0693510026780876,0.148171211705563,-6.0540826204525,"RBM5","10181"
"ENSG00000227619",0.353458385011284,-4.21317497710085,1.82068878884896,0.0693658964698755,0.148192165973478,-5.30916725302134,NA,NA
"ENSG00000169758",0.240962716106199,-0.132058358695594,1.82053457111225,0.0693894021297696,0.14823151407383,-5.43606267379125,"TMEM266","123591"
"ENSG00000287760",-0.360998893045861,-4.88328003868184,-1.82049641328431,0.0693952191075265,0.14823307213467,-5.30560981329983,NA,NA
"ENSG00000221829",-0.186248481009421,-1.16777812293582,-1.82039142141605,0.069411226688278,0.148256396216529,-5.39844763137967,"FANCG","2189"
"ENSG00000188039",-0.370971042545737,-3.97729679351337,-1.82035405992265,0.0694169237408701,0.148257696093974,-5.32022752992706,"NWD1","284434"
"ENSG00000107951",0.129560740982662,4.3462630874264,1.82021179232481,0.0694386208871052,0.148293165591637,-5.88814830144297,"MTPAP","55149"
"ENSG00000287249",-0.241838272364113,-3.08233272239764,-1.81994042087414,0.0694800230826151,0.148370708922242,-5.34016870574505,NA,NA
"ENSG00000256667",-0.3005744965869,0.271706613160402,-1.81985070442572,0.069493715281844,0.148389072074152,-5.48168661270951,NA,NA
"ENSG00000288079",-0.346380866029381,-4.19382095538597,-1.81971237639439,0.0695148307618292,0.148423282212858,-5.31699119312192,NA,NA
"ENSG00000232842",-0.356368763281727,-4.92084517202844,-1.81966714066459,0.069521737046913,0.148424238246118,-5.30663956588183,"KAT7P1","648927"
"ENSG00000276386",0.445166122511272,-1.5535464934906,1.81964271190657,0.0695254668994722,0.148424238246118,-5.37448310705603,NA,NA
"ENSG00000239122",-0.296576417652902,-4.78062825696198,-1.81958539431399,0.0695342189605951,0.148432046570144,-5.30810153018366,"RNU2-11P","106481637"
"ENSG00000286153",0.320189787474193,-4.77968683940509,1.81923991446523,0.0695869909423581,0.148533814512567,-5.30481581247598,NA,NA
"ENSG00000253159",-0.592049664268596,2.36349037533815,-1.81896513261933,0.0696289873761118,0.148612568763489,-5.69468893115172,"PCDHGA12","26025"
"ENSG00000268182",0.367939402881801,-2.15591028214699,1.81883389297883,0.0696490528261792,0.148635170234248,-5.35861898405173,"SMIM17","147670"
"ENSG00000100335",0.125851633650287,6.26792991420666,1.81882913986699,0.0696497796268598,0.148635170234248,-6.07949290800548,"MIEF1","54471"
"ENSG00000188051",0.297815765311495,-2.11704312633566,1.81864084701492,0.069678576607419,0.148685733706882,-5.36120410111521,"TMEM221","100130519"
"ENSG00000119314",0.148861591278166,5.97440891213662,1.81860569863207,0.0696839531888378,0.148686317108017,-6.05353573886204,"PTBP3","9991"
"ENSG00000188167",0.189443562674413,1.27534660696675,1.81856438325378,0.0696902735608812,0.148688914064868,-5.54415421042603,"TMPPE","643853"
"ENSG00000172992",-0.153672315232068,5.17352689851525,-1.81849416116036,0.0697010171276582,0.148700947135641,-5.99512623700632,"DCAKD","79877"
"ENSG00000178096",-0.143391441062258,3.76037066099752,-1.81841312588735,0.0697134167431477,0.148716511218945,-5.84050518209051,"BOLA1","51027"
"ENSG00000229901",-0.32495047926714,-5.11249957027605,-1.8181802245232,0.0697490642725915,0.148779065714799,-5.30683549730156,"FOXO6-AS1","101929901"
"ENSG00000107249",0.358175948580562,0.677651713785176,1.81815082877414,0.0697535646084899,0.148779065714799,-5.48926152599663,"GLIS3","169792"
"ENSG00000233393",-0.368934312285126,-5.30945886560174,-1.81812147123682,0.0697580593331229,0.148779065714799,-5.30501190279055,"LOC105369306","105369306"
"ENSG00000279205",-0.35112889523228,-2.83378985195045,-1.81763886096643,0.0698319825826195,0.148925826711111,-5.35245555943154,NA,NA
"ENSG00000240871",-0.272081479952162,-6.5567231397169,-1.81760502378079,0.0698371679729772,0.148925984488082,-5.29411441839471,"KRTAP4-7","100132476"
"ENSG00000004779",-0.0999544896476898,5.60161754365621,-1.81747680110669,0.0698568203761952,0.148951708843583,-6.03467213833796,"NDUFAB1","4706"
"ENSG00000182890",0.275826747725547,2.97200400578006,1.81745960910359,0.0698594557024836,0.148951708843583,-5.71502049476907,"GLUD2","2747"
"ENSG00000254485",0.301031649710657,-4.67499017672693,1.81724635048287,0.0698921524807942,0.149010519148282,-5.30970119868074,NA,NA
"ENSG00000271734",-0.293427394686418,-2.02141248942646,-1.81684946451086,0.0699530365363358,0.149129411906247,-5.37715350811723,NA,NA
"ENSG00000151962",0.424225884538103,-4.60037189113068,1.8167644836063,0.0699660786580832,0.149146293447337,-5.31071630635433,"RBM46","166863"
"ENSG00000125962",0.194855406865784,3.48108368242136,1.81673116141227,0.0699711932019373,0.149146293447337,-5.78486738988764,"ARMCX5","64860"
"ENSG00000135917",-0.49015139720551,0.0759740565026183,-1.81665412573859,0.069983018402138,0.149160586990833,-5.48297582753266,"SLC19A3","80704"
"ENSG00000109743",-0.269791462042063,2.79658293884584,-1.81576023245705,0.0701203540284159,0.149442369612459,-5.73346994583134,"BST1","683"
"ENSG00000130508",0.379444239776664,5.23479154355666,1.81543671834649,0.0701701126312999,0.14953747817624,-5.97762213660278,"PXDN","7837"
"ENSG00000232363",0.309556754925264,-4.97819301733025,1.81533474851506,0.0701858022892417,0.149559974804311,-5.30964422368421,NA,NA
"ENSG00000183020",0.121728328477245,6.39635596798203,1.81506274299273,0.0702276687370134,0.149638244575225,-6.09768800713037,"AP2A2","161"
"ENSG00000105696",0.541094346872454,-1.12339131418245,1.81497739970133,0.0702408088125519,0.149655298395796,-5.39573721081213,"TMEM59L","25789"
"ENSG00000203879",-0.125386546830661,7.7053338344753,-1.81492260905759,0.0702492458466958,0.149662330139612,-6.20979438758124,"GDI1","2664"
"ENSG00000172977",-0.125929728527767,3.59989481861642,-1.81474708990159,0.0702762790928805,0.149708976211901,-5.82591014460713,"KAT5","10524"
"ENSG00000197863",-0.203944362743722,1.88990869420097,-1.81450981486063,0.0703128375215864,0.149775905397642,-5.62829527481968,"ZNF790","388536"
"ENSG00000041982",-0.406623583483224,8.41539244301453,-1.81444060748551,0.0703235036779808,0.149777616128247,-6.27037635409867,"TNC","3371"
"ENSG00000111481",-0.0994496420759718,7.49369646708632,-1.8144349940163,0.07032436887743,0.149777616128247,-6.19381989978225,"COPZ1","22818"
"ENSG00000235128",0.31990096612952,-3.80996778908323,1.81440454220619,0.070329062542921,0.149777616128247,-5.32710277020774,NA,NA
"ENSG00000279727",0.318989604363351,-4.95391532601215,1.81435156817813,0.0703372282671791,0.149784058090376,-5.31163604904317,"LINC02033","105377031"
"ENSG00000169371",0.120201164199462,3.36511108146785,1.81426504261794,0.0703505674982405,0.14980151535692,-5.78007135128247,"SNUPN","10073"
"ENSG00000227638",0.232046149066908,-3.9818823630296,1.81421507063808,0.0703582723877616,0.14980697342077,-5.32518266368742,NA,NA
"ENSG00000151692",-0.200829427849678,6.22448592901756,-1.81400766132173,0.0703902590530407,0.149864127714241,-6.0991514264747,"RNF144A","9781"
"ENSG00000161860",-0.18891522703428,-0.864395895291701,-1.81380644136944,0.0704213026358185,0.149919265935789,-5.42314126443779,"SYCE2","256126"
"ENSG00000155636",0.0743273378656304,3.41902932689185,1.81375937999285,0.0704285647434755,0.149923771634829,-5.79121435840625,"RBM45","129831"
"ENSG00000106100",0.109511628125115,3.41552855234788,1.81363655498889,0.0704475209482332,0.149953168494135,-5.78946651130344,"NOD1","10392"
"ENSG00000174282",-0.137085667807389,6.40369241833484,-1.81343320345798,0.0704789144536624,0.149998759930835,-6.11287800326215,"ZBTB4","57659"
"ENSG00000259495",0.420459690144082,2.75582067530056,1.81343112028018,0.0704792361152229,0.149998759930835,-5.6887488721774,"ARNT2-DT","101929560"
"ENSG00000181903",0.334511877807213,-5.70591892533554,1.8131170389554,0.070527746951847,0.150091040478344,-5.30626289073292,"OR4C6","219432"
"ENSG00000171357",-0.337215117733931,1.37005032317729,-1.81308177556511,0.0705331952079469,0.150091672186586,-5.58854806247763,"LURAP1","541468"
"ENSG00000230457",-0.213934849417417,-2.55958676863172,-1.81290412940746,0.0705606471225044,0.150139123242627,-5.36673635379632,NA,NA
"ENSG00000154767",0.155624241340441,4.66819198530652,1.81280591587167,0.0705758279755661,0.150160458879516,-5.93338369744068,"XPC","7508"
"ENSG00000127334",0.169147672744458,5.16778673219999,1.81274205261567,0.0705857007529237,0.15017049851312,-5.98714888261917,"DYRK2","8445"
"ENSG00000164796",0.583569696543886,-3.62172902695024,1.81268527679685,0.0705944788205766,0.150178207864801,-5.33125161700222,"CSMD3","114788"
"ENSG00000287467",-0.237787185067804,-2.08367664702211,-1.81249188990942,0.0706243849685187,0.150218717042533,-5.38204304297429,NA,NA
"ENSG00000120332",-0.442282662118705,-1.67756574380965,-1.81247246039664,0.0706273902051382,0.150218717042533,-5.39912925848356,"TNN","63923"
"ENSG00000286375",-0.298665066117151,-4.90709278029069,-1.81244659034671,0.0706313917875087,0.150218717042533,-5.31932124336109,NA,NA
"ENSG00000122642",-0.182357553468786,7.51074525813193,-1.812428797252,0.0706341441338105,0.150218717042533,-6.20180467044255,"FKBP9","11328"
"ENSG00000144010",-0.259161758030383,-6.28166808034302,-1.81233805034147,0.0706481828023714,0.150237607045463,-5.30541652538535,"TRIM43B","653192"
"ENSG00000145495",0.109526339747186,6.92555919540228,1.81215130647653,0.0706770795543453,0.150274083916717,-6.14558686013761,"MARCHF6","10299"
"ENSG00000156931",0.114890207926838,5.3749603041241,1.81214698068085,0.0706777490433846,0.150274083916717,-6.01201425633552,"VPS8","23355"
"ENSG00000231908",-0.261480831541419,-1.35832377232175,-1.81212721080826,0.0706808088273852,0.150274083916717,-5.40763594035326,"IDH1-AS1","100507475"
"ENSG00000268061",0.192349065403886,-0.65306611741803,1.81133838233295,0.070802984836797,0.15052285780408,-5.42791475803623,NA,NA
"ENSG00000232036",-0.318325471584779,-4.89065871618279,-1.81111273231768,0.0708379661091192,0.150586238184394,-5.32205044265915,"LOC100129573","100129573"
"ENSG00000161040",0.250421003484161,-0.275336635908426,1.81100934038939,0.0708539991380943,0.150609332376706,-5.44520118374714,"FBXL13","222235"
"ENSG00000161381",0.257546021006626,2.88365003823422,1.81061147982797,0.0709157233978038,0.150729538730552,-5.7191706022616,"PLXDC1","57125"
"ENSG00000118496",0.164270600474008,3.76361291398796,1.81033205433763,0.0709591000345706,0.150810732993453,-5.83359679001509,"FBXO30","84085"
"ENSG00000273345",0.289359839096499,-4.50204556143056,1.81002303337407,0.0710070963473072,0.150901732981411,-5.32479315692304,NA,NA
"ENSG00000268412",-0.253166380334424,-3.13461988880411,-1.80993087638941,0.0710214150944823,0.150921154561508,-5.35684305626691,NA,NA
"ENSG00000170234",0.127165188443183,3.88188317981275,1.8098009737033,0.0710416025554804,0.150944443233564,-5.85157662645634,"PWWP2A","114825"
"ENSG00000187690",0.448221155952309,-4.7215047486112,1.80979368242442,0.0710427357928976,0.150944443233564,-5.321611426852,"EZHIP","340602"
"ENSG00000242759",0.315873772318531,-0.452661152558371,1.8092353058679,0.071129564928054,0.151105387240567,-5.43807242365557,NA,NA
"ENSG00000172987",-0.53455422686011,-0.996913257529318,-1.80923390551024,0.0711297827973401,0.151105387240567,-5.43344504686248,"HPSE2","60495"
"ENSG00000242193",-0.182549163652435,3.67559794628393,-1.80917341802317,0.0711391940355648,0.151105387240567,-5.84894870165591,"CRYZL2P","730102"
"ENSG00000280088",0.152001897060855,1.76954957084169,1.80917318876198,0.0711392297082253,0.151105387240567,-5.60819728010322,NA,NA
"ENSG00000106536",0.599636128341912,-4.23834392305655,1.80912761605445,0.0711463210379231,0.151109433573475,-5.32779704593128,"POU6F2","11281"
"ENSG00000279622",0.317552279721117,-5.04903323336662,1.80890491030448,0.0711809834756249,0.151172034007275,-5.32035182482088,NA,NA
"ENSG00000164171",0.336331793976379,3.76502754776474,1.80872645980812,0.0712087679483796,0.151220019165014,-5.82306561850948,"ITGA2","3673"
"ENSG00000168036",0.195229099109024,9.59761534340496,1.80841093305639,0.0712579168207528,0.15131336378467,-6.33858023827281,"CTNNB1","1499"
"ENSG00000242553",0.259832183591293,-2.6952670864609,1.8083182856671,0.071272353589009,0.151326378797953,-5.36396109957897,NA,NA
"ENSG00000146410",-0.190843093185893,1.64624787771675,-1.80827513860211,0.0712790777963226,0.151326378797953,-5.6154939453045,"MTFR2","113115"
"ENSG00000204619",-0.13571484392303,6.49922455289815,-1.80827161240798,0.0712796273552687,0.151326378797953,-6.12987088938396,"PPP1R11","6992"
"ENSG00000166402",-0.446595882379988,2.76556774297061,-1.80821530200973,0.071288403828502,0.151333984258451,-5.7532258524935,"TUB","7275"
"ENSG00000235500",0.264454894482945,-4.3908468916958,1.80812337967606,0.0713027326464977,0.151339611720335,-5.32978524928228,NA,NA
"ENSG00000254369",0.434997246596993,-1.93075712397374,1.80810140374118,0.0713061585976349,0.151339611720335,-5.38368279144887,"HOXA-AS3","100133311"
"ENSG00000286627",-0.325726371881274,-4.4375324294149,-1.80807893543372,0.0713096614474672,0.151339611720335,-5.33368887057345,NA,NA
"ENSG00000250320",-0.445349370330706,-2.88100726313792,-1.80806501505461,0.0713118317307962,0.151339611720335,-5.3696510220174,"EDIL3-DT","105379057"
"ENSG00000188152",-0.206216724653562,-2.65147877680595,-1.80801517635221,0.0713196023745054,0.151345079008273,-5.37273651055621,"NUTM2G","441457"
"ENSG00000163697",0.233773196910692,4.52464462527077,1.80797508633325,0.071325853549388,0.151347321317819,-5.9236148849748,"APBB2","323"
"ENSG00000111850",0.145840506951528,2.04334828626682,1.80772777534257,0.0713644263374806,0.151418141987244,-5.63764837024504,"SMIM8","57150"
"ENSG00000156860",-0.109253084387959,6.72194960904448,-1.80713068009072,0.0714576252655571,0.151604847428622,-6.1487026150545,"FBRS","64319"
"ENSG00000224376",-0.261616135150932,0.176868700987289,-1.8067954110449,0.0715100003425278,0.151704919905336,-5.4975909192794,NA,NA
"ENSG00000229766",0.388863783673903,-4.26969864207198,1.80674719723197,0.0715175348062533,0.151709857598471,-5.33302548053127,NA,NA
"ENSG00000131558",0.120610680112758,6.7762593996275,1.80667870862937,0.0715282387720765,0.151721517535179,-6.14326512561041,"EXOC4","60412"
"ENSG00000236031",0.297587751736683,-4.10834700175181,1.80637195446178,0.0715761970196174,0.151812191625797,-5.33668465909876,NA,NA
"ENSG00000225096",-0.329372793911724,0.90347863636398,-1.80550432589624,0.0717119861019623,0.152089127024805,-5.55812591974443,"LOC101927293","101927293"
"ENSG00000103037",-0.134954956872293,3.60136985065461,-1.80525174791595,0.0717515558558132,0.152154811475367,-5.84358759308489,"SETD6","79918"
"ENSG00000286791",0.539315989213276,-2.42332652339174,1.80523996898568,0.0717534016224445,0.152154811475367,-5.37293895277949,NA,NA
"ENSG00000287221",0.327429661271456,-4.78997776668159,1.80514171434727,0.0717687997142348,0.152176388070297,-5.3298095094834,NA,NA
"ENSG00000255221",-0.395666583850071,-4.36448412129393,-1.80474257279505,0.0718313795921941,0.152297997074528,-5.3414141927164,NA,NA
"ENSG00000224950",0.370339152778824,0.351079774959505,1.80443668830367,0.0718793684099995,0.152388654441807,-5.4910094567709,NA,NA
"ENSG00000172062",0.121408105065294,2.02660995576722,1.80432488944863,0.071896914596343,0.152414763073272,-5.6429852237602,"SMN1","6606"
"ENSG00000230311",0.27213131294225,-4.01545728463943,1.80425099831902,0.0719085133160569,0.152428260747663,-5.34211843697502,NA,NA
"ENSG00000255395",-0.335764551787898,-5.33428731408799,-1.80411797404085,0.0719293980666606,0.152461439114668,-5.32955089414726,NA,NA
"ENSG00000254208",0.285722630084749,-4.90259063856546,1.80389962033626,0.0719636903077744,0.152523029083241,-5.33101775481239,NA,NA
"ENSG00000283408",0.344068915176599,-5.31148315368938,1.8037240032194,0.0719912805585636,0.152554454771897,-5.32669925836643,NA,NA
"ENSG00000241520",-0.286704225886716,-4.0203160585459,-1.80371841124723,0.0719921592257414,0.152554454771897,-5.34816930353094,NA,NA
"ENSG00000171396",-0.243591990763499,-6.58906247495978,-1.80368768111965,0.0719969880112671,0.152554454771897,-5.31864029022177,"KRTAP4-4","84616"
"ENSG00000099822",-0.44534699584026,2.44615971350087,-1.80367194121725,0.0719994614074805,0.152554454771897,-5.72644039625728,"HCN2","610"
"ENSG00000287538",-0.54173201951919,-4.5672721885148,-1.80354146545637,0.0720199672896202,0.152586806788131,-5.34164251261576,NA,NA
"ENSG00000279807",0.263655451943623,-4.41585546791717,1.80295579810058,0.0721120713136716,0.152770836166301,-5.33868403446683,NA,NA
"ENSG00000282320",0.332116599548799,-5.25337738563666,1.80289893911222,0.0721210183033291,0.152778681786084,-5.32882473964733,"TRBJ1-1","28635"
"ENSG00000121289",-0.110851103405592,4.88660421354578,-1.80283891066885,0.0721304650094673,0.152787584770326,-5.99325607637256,"CEP89","84902"
"ENSG00000225200",-0.172864066667494,1.20765770157711,-1.8024262358069,0.0721954353895158,0.152914088798265,-5.58517663402381,"RPS8P1","192133"
"ENSG00000202290",0.311643089936083,-4.60274288080601,1.8022545588655,0.0722224778906468,0.152954233977977,-5.33723299445471,"RNA5SP37","100873369"
"ENSG00000136717",0.299839897151353,4.86975359039814,1.80220801853227,0.0722298103442673,0.152954233977977,-5.96906486345461,"BIN1","274"
"ENSG00000169220",-0.186340086488977,4.38661388724457,-1.8021913382222,0.0722324384846852,0.152954233977977,-5.94726978813517,"RGS14","10636"
"ENSG00000273487",0.316800657919646,-4.4446669038414,1.80217261993986,0.0722353878204613,0.152954233977977,-5.33931042559097,NA,NA
"ENSG00000096080",-0.134569657863867,3.85851329223182,-1.80163039863534,0.072320865583654,0.153114132191154,-5.88202219850106,"MRPS18A","55168"
"ENSG00000280180",-0.443262469271225,-5.49065863950297,-1.80161109973992,0.0723239094637379,0.153114132191154,-5.33293316137287,NA,NA
"ENSG00000176490",-0.313204568897868,5.04497536146668,-1.80159361002231,0.0723266680857649,0.153114132191154,-6.02151761961408,"DIRAS1","148252"
